symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
PAGEIND.NS,2020-03-31,TTM,INR,27760000.0,,,,,,,,,,,297840000.0,,,,92860000.0,92860000.0,,,,,,,,,,,,,,,,-120000.0,,,,,2200000.0,2200000.0,1687630000.0,1985470000.0,120000.0,,,,,5330000.0,,120000.0,120000.0
PAGEIND.NS,2023-03-31,3M,INR,,,,6646815000.0,212874000.0,205064000.0,,,783509000.0,1201592000.0,1414466000.0,,1794682000.0,136267000.0,136267000.0,,,783509000.0,783509000.0,783509000.0,783509000.0,783509000.0,783509000.0,-104557000.0,-104557000.0,1414466000.0,783509000.0,617946000.0,1176736000.0,8441497000.0,-46984000.0,-3592314000.0,,0.0,1065325000.0,6646815000.0,212874000.0,,,,,,0.0,281816000.0,0.264535,7264761000.0,,8441497000.0,,
PAGEIND.NS,2023-06-30,3M,INR,,11153662.0,141.98,5838546000.0,210055000.0,210055000.0,11153662.0,141.98,1583597000.0,2227492000.0,2437547000.0,,6561782000.0,127383000.0,127383000.0,,,1583597000.0,1583597000.0,1583597000.0,1583597000.0,1583597000.0,1583597000.0,-127383000.0,-127383000.0,2437547000.0,1583597000.0,4353215000.0,2208567000.0,12400328000.0,18925000.0,2055765000.0,,0.0,2100109000.0,5838546000.0,210055000.0,,,,,,0.0,516512000.0,0.245945,10191761000.0,,12400328000.0,,
PAGEIND.NS,2023-09-30,3M,INR,,11154130.0,134.73,4989183000.0,246454000.0,246454000.0,11154130.0,134.73,1502796000.0,2105618000.0,2352072000.0,,6262164000.0,111847000.0,111847000.0,,,1502796000.0,1502796000.0,1502796000.0,1502796000.0,1502796000.0,1502796000.0,-111847000.0,-111847000.0,2352072000.0,1502796000.0,4173213000.0,2088951000.0,11251347000.0,16667000.0,1888953000.0,,0.0,1993771000.0,4989183000.0,246454000.0,,,,,,0.0,490975000.0,0.246254,9162396000.0,,11251347000.0,,
PAGEIND.NS,2023-09-30,TTM,INR,,11153975.0,457.88,,,,11153975.0,457.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAGEIND.NS,2023-12-31,3M,INR,,11153884.0,136.59,5765393000.0,226104000.0,226104000.0,11153884.0,136.59,1523509000.0,2125880000.0,2351984000.0,,6522298000.0,105040000.0,105040000.0,,,1523509000.0,1523509000.0,1523509000.0,1523509000.0,1523509000.0,1523509000.0,-105040000.0,-105040000.0,2351984000.0,1523509000.0,4451856000.0,2070442000.0,12287691000.0,55438000.0,2276356000.0,,0.0,2020840000.0,5765393000.0,226104000.0,,,,,,0.0,497331000.0,0.246101,10217249000.0,,12287691000.0,,
PAGEIND.NS,2023-12-31,TTM,INR,,11153931.0,483.54,23850311000.0,895487000.0,887677000.0,11153931.0,483.54,5393411000.0,7660582000.0,8556069000.0,,21140926000.0,480537000.0,480537000.0,,,5393411000.0,5393411000.0,5393411000.0,5393411000.0,5393411000.0,5393411000.0,-448827000.0,-448827000.0,8553769000.0,5391683316.496624,13596230000.0,7544696000.0,44991237000.0,44046000.0,2628760000.0,,0.0,7180045000.0,23850311000.0,895487000.0,,,,,,572316.496624,1786634000.0,0.248833,37446541000.0,,44991237000.0,2300000.0,2300000.0
