symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue
HCLTECH.NS,2019-12-31,TTM,INR,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
HCLTECH.NS,2023-03-31,3M,INR,,,229842264500.0,9173405000.0,9173405000.0,,,36286762000.0,48282453000.0,57455858000.0,10824300000.0,1129945500.0,1129945500.0,60000000.0,36286762000.0,36286762000.0,36226762000.0,36286762000.0,36286762000.0,36226762000.0,-6012815000.0,-6012815000.0,57455858000.0,36286762000.0,-32981808000.0,43806108000.0,240666564500.0,13166197500.0,,0.0,47152507500.0,229842264500.0,9173405000.0,0.0,10925745500.0,0.231711,196860456500.0,240666564500.0
HCLTECH.NS,2023-06-30,3M,INR,2708045977.0,13.05,191770000000.0,9270000000.0,9270000000.0,2712202609.0,13.03,35340000000.0,47820000000.0,57090000000.0,71190000000.0,860000000.0,860000000.0,30000000.0,35340000000.0,35340000000.0,35310000000.0,35340000000.0,35340000000.0,35310000000.0,-860000000.0,-860000000.0,57090000000.0,35340000000.0,26810000000.0,44380000000.0,262960000000.0,3440000000.0,17540000000.0,0.0,46960000000.0,191770000000.0,9270000000.0,0.0,11650000000.0,0.248083,218580000000.0,262960000000.0
HCLTECH.NS,2023-09-30,3M,INR,2708127208.0,14.15,191630000000.0,10100000000.0,10100000000.0,2711960368.0,14.13,38320000000.0,52840000000.0,62940000000.0,75090000000.0,1560000000.0,1560000000.0,-10000000.0,38320000000.0,38320000000.0,38330000000.0,38320000000.0,38320000000.0,38330000000.0,-1560000000.0,-1560000000.0,62940000000.0,38320000000.0,25900000000.0,49190000000.0,266720000000.0,3650000000.0,15800000000.0,0.0,51280000000.0,191630000000.0,10100000000.0,0.0,12950000000.0,0.252535,217530000000.0,266720000000.0
HCLTECH.NS,2023-09-30,TTM,INR,2707751750.0,57.04,,,,2712169410.0,56.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCLTECH.NS,2023-12-31,3M,INR,2708592777.0,16.06,162120000000.0,11430000000.0,11430000000.0,2713661884.0,16.03,43500000000.0,60140000000.0,71570000000.0,122340000000.0,1400000000.0,1400000000.0,-10000000.0,43500000000.0,43500000000.0,43510000000.0,43500000000.0,43500000000.0,43510000000.0,-1400000000.0,-1400000000.0,71570000000.0,43500000000.0,65900000000.0,56440000000.0,284460000000.0,3700000000.0,54470000000.0,0.0,58740000000.0,162120000000.0,11430000000.0,0.0,15230000000.0,0.259278,228020000000.0,284460000000.0
HCLTECH.NS,2023-12-31,TTM,INR,2707660570.0,57.98,775940000000.0,41070000000.0,41070000000.0,2712361516.0,57.88,156990000000.0,213690000000.0,254760000000.0,304260000000.0,4760000000.0,4760000000.0,30000000.0,156990000000.0,156990000000.0,156960000000.0,156990000000.0,156990000000.0,156960000000.0,-4760000000.0,-4760000000.0,254760000000.0,156990000000.0,105890000000.0,198370000000.0,1080200000000.0,15320000000.0,64820000000.0,0.0,208930000000.0,775940000000.0,41070000000.0,0.0,51970000000.0,0.248744,881830000000.0,1080200000000.0
