symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SellingAndMarketingExpense,SellingGeneralAndAdministration,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
MARICO.NS,2020-09-30,TTM,INR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-210000000.0,,,,,,,,,,,,,
MARICO.NS,2023-03-31,3M,INR,,,14360000000.0,430000000.0,350000000.0,,,3020000000.0,3940000000.0,4370000000.0,7290000000.0,-70000000.0,-70000000.0,-30000000.0,3020000000.0,3020000000.0,3050000000.0,3020000000.0,3020000000.0,3050000000.0,320000000.0,320000000.0,4370000000.0,3020000000.0,3780000000.0,3510000000.0,21650000000.0,-630000000.0,-4790000000.0,,0.0,4010000000.0,14360000000.0,430000000.0,5970000000.0,6980000000.0,0.0,960000000.0,0.239401,18140000000.0,21650000000.0,,
MARICO.NS,2023-09-30,3M,INR,1293040293.0,2.73,12260000000.0,390000000.0,390000000.0,1293040293.0,2.73,3530000000.0,4960000000.0,5350000000.0,12500000000.0,200000000.0,200000000.0,-70000000.0,3530000000.0,3530000000.0,3600000000.0,3530000000.0,3530000000.0,3600000000.0,-200000000.0,-200000000.0,5350000000.0,3530000000.0,7920000000.0,4580000000.0,24760000000.0,380000000.0,2980000000.0,,0.0,4760000000.0,12260000000.0,390000000.0,2680000000.0,2680000000.0,0.0,1160000000.0,0.243697,20180000000.0,24760000000.0,,
MARICO.NS,2023-09-30,TTM,INR,1292210654.0,10.918354,,,,1292210654.0,10.908354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICO.NS,2023-12-31,3M,INR,1289562290.0,2.97,11800000000.0,420000000.0,420000000.0,1293918919.0,2.96,3830000000.0,5140000000.0,5560000000.0,12420000000.0,190000000.0,190000000.0,-30000000.0,3830000000.0,3830000000.0,3860000000.0,3830000000.0,3830000000.0,3860000000.0,-190000000.0,-190000000.0,5560000000.0,3830000000.0,7710000000.0,4710000000.0,24220000000.0,430000000.0,2940000000.0,,0.0,4950000000.0,11800000000.0,420000000.0,2460000000.0,2460000000.0,0.0,1090000000.0,0.220202,19510000000.0,24220000000.0,,
MARICO.NS,2023-12-31,TTM,INR,1292807725.0,11.338354,50810000000.0,1600000000.0,1520000000.0,1292807725.0,11.338354,14650000000.0,19880000000.0,21480000000.0,44590000000.0,490000000.0,490000000.0,-220000000.0,14650000000.0,14650000000.0,14870000000.0,14650000000.0,14650000000.0,14870000000.0,-240000000.0,-240000000.0,20700000000.0,14051825683.341928,26410000000.0,18180000000.0,95400000000.0,640000000.0,3840000000.0,,0.0,19390000000.0,50810000000.0,1600000000.0,13230000000.0,14240000000.0,181825683.341929,4520000000.0,0.23311,77220000000.0,95400000000.0,780000000.0,780000000.0
