symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
ASTRAL.NS,2023-03-31,3M,INR,,,10174000000.0,445000000.0,103000000.0,,,2057000000.0,2668000000.0,3113000000.0,4754000000.0,24000000.0,24000000.0,-5000000.0,2057000000.0,2057000000.0,1990000000.0,72000000.0,2057000000.0,1985000000.0,2062000000.0,2000000.0,2000000.0,3073000000.0,1954894099.848714,2073000000.0,2681000000.0,14928000000.0,-142000000.0,-1066000000.0,0.0,2644000000.0,10174000000.0,445000000.0,-54000000.0,9894099.848714,654000000.0,0.247352,12247000000.0,14928000000.0,40000000.0,40000000.0
ASTRAL.NS,2023-06-30,3M,INR,268609865.0,4.46,8050000000.0,463000000.0,463000000.0,268609865.0,4.46,1198000000.0,1680000000.0,2143000000.0,4781000000.0,64000000.0,64000000.0,5000000.0,1198000000.0,1198000000.0,1193000000.0,0.0,1198000000.0,1198000000.0,1193000000.0,-64000000.0,-64000000.0,2143000000.0,1198000000.0,3228000000.0,1553000000.0,12831000000.0,121000000.0,1769000000.0,0.0,1616000000.0,8050000000.0,463000000.0,0.0,0.0,423000000.0,0.261757,11278000000.0,12831000000.0,0.0,0.0
ASTRAL.NS,2023-09-30,3M,INR,268852459.0,4.88,8328000000.0,487000000.0,487000000.0,268852459.0,4.88,1312000000.0,1827000000.0,2314000000.0,5302000000.0,59000000.0,59000000.0,-5000000.0,1312000000.0,1312000000.0,1317000000.0,0.0,1312000000.0,1312000000.0,1317000000.0,-59000000.0,-59000000.0,2314000000.0,1312000000.0,3588000000.0,1714000000.0,13630000000.0,134000000.0,2048000000.0,0.0,1768000000.0,8328000000.0,487000000.0,0.0,0.0,451000000.0,0.25509,11916000000.0,13630000000.0,0.0,0.0
ASTRAL.NS,2023-09-30,TTM,INR,268709316.0,20.46,,,,268723549.0,20.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASTRAL.NS,2023-12-31,3M,INR,268321513.0,4.23,8425000000.0,501000000.0,501000000.0,268957346.0,4.22,1135000000.0,1608000000.0,2109000000.0,5277000000.0,69000000.0,69000000.0,2000000.0,1135000000.0,1135000000.0,1133000000.0,0.0,1135000000.0,1135000000.0,1133000000.0,-69000000.0,-69000000.0,2109000000.0,1135000000.0,3727000000.0,1550000000.0,13702000000.0,64000000.0,2085000000.0,0.0,1539000000.0,8425000000.0,501000000.0,0.0,0.0,406000000.0,0.263808,12152000000.0,13702000000.0,0.0,0.0
ASTRAL.NS,2023-12-31,TTM,INR,268592969.0,21.23,34977000000.0,1896000000.0,1554000000.0,268607202.0,21.23,5702000000.0,7783000000.0,9679000000.0,20114000000.0,216000000.0,216000000.0,-3000000.0,5702000000.0,5702000000.0,5633000000.0,72000000.0,5702000000.0,5630000000.0,5705000000.0,-190000000.0,-190000000.0,9639000000.0,5600223338.178935,12616000000.0,7498000000.0,55091000000.0,177000000.0,4836000000.0,0.0,7567000000.0,34977000000.0,1896000000.0,-54000000.0,10223338.178935,1934000000.0,0.255583,47593000000.0,55091000000.0,40000000.0,40000000.0
