symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
ONGC.NS,2023-03-31,3M,INR,,,1093785600000.0,,,37154800000.0,79718900000.0,79718900000.0,546881600000.0,45656900000.0,20681100000.0,20681100000.0,-19859800000.0,37154800000.0,37154800000.0,57014600000.0,37154800000.0,37154800000.0,57014600000.0,-20681100000.0,-20681100000.0,199822400000.0,153142404739.67526,358449300000.0,188432300000.0,1640667200000.0,26620800000.0,339293800000.0,74446600000.0,0.0,59037800000.0,1093785600000.0,-120103500000.0,-4115895260.324741,2023200000.0,0.03427,1452234900000.0,1640667200000.0,-120103500000.0,-120103500000.0
ONGC.NS,2023-06-30,3M,INR,12585850401.0,11.23,1075343700000.0,12585850401.0,11.23,141339100000.0,261037500000.0,261037500000.0,562892200000.0,18399100000.0,23639400000.0,23639400000.0,-32490600000.0,141339100000.0,141339100000.0,173829700000.0,141339100000.0,141339100000.0,173829700000.0,-23639400000.0,-23639400000.0,279436600000.0,154811448907.8893,314148400000.0,248743800000.0,1638235900000.0,25435300000.0,296015600000.0,,0.0,237398100000.0,1075343700000.0,-18399100000.0,-4926751092.110678,63568400000.0,0.267771,1389492100000.0,1638235900000.0,-18399100000.0,-18399100000.0
ONGC.NS,2023-09-30,3M,INR,12577023810.0,10.92,893810100000.0,12577023810.0,10.92,137341100000.0,247902400000.0,247902400000.0,574927200000.0,12678600000.0,26033400000.0,26033400000.0,-28192100000.0,137341100000.0,137341100000.0,165532200000.0,137341100000.0,137341100000.0,165532200000.0,-26033400000.0,-26033400000.0,259618500000.0,146082310013.6567,346676100000.0,228251100000.0,1468737300000.0,25147200000.0,329306100000.0,-962500000.0,0.0,221869000000.0,893810100000.0,-11716100000.0,-2974889986.343293,56335800000.0,0.253915,1240486200000.0,1468737300000.0,-11716100000.0,-11716100000.0
ONGC.NS,2023-09-30,TTM,INR,12583298521.0,34.23,,12583298521.0,34.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONGC.NS,2023-12-31,3M,INR,12583766707.0,8.23,1167617000000.0,12583766707.0,8.23,103564400000.0,170605000000.0,170605000000.0,488073600000.0,23397900000.0,25441200000.0,25441200000.0,-3920200000.0,103564400000.0,103564400000.0,107484600000.0,103564400000.0,103564400000.0,107484600000.0,-25441200000.0,-25441200000.0,193996200000.0,120884102126.28769,335374600000.0,152699000000.0,1655690600000.0,40590600000.0,317306500000.0,-6700000.0,0.0,145163800000.0,1167617000000.0,-23391200000.0,-6071497873.712317,37679200000.0,0.259563,1502991600000.0,1655690600000.0,-23391200000.0,-23391200000.0
ONGC.NS,2023-12-31,TTM,INR,12583038386.0,33.33,4230556400000.0,12583038386.0,33.33,419399400000.0,759263800000.0,759263800000.0,2172774600000.0,100132500000.0,95795100000.0,95795100000.0,-84462700000.0,419399400000.0,419399400000.0,503862100000.0,419399400000.0,419399400000.0,503862100000.0,-95795100000.0,-95795100000.0,932873700000.0,551245030087.4329,1354611600000.0,818163000000.0,6403331000000.0,117757100000.0,1281885200000.0,73477400000.0,0.0,663468700000.0,4230556400000.0,-173609900000.0,-41764269912.567085,159606600000.0,0.240564,5585168000000.0,6403331000000.0,-173609900000.0,-173609900000.0
