symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,InterestExpense,InterestIncome,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NormalizedIncome,OperatingExpense,OperatingRevenue,OtherOperatingExpenses,PretaxIncome,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
PNB.NS,2023-03-31,3M,INR,11031597633.0,1.69,11031597633.0,1.69,18643400000.0,146895500000.0,243053400000.0,-119500000.0,18643400000.0,18643400000.0,18762900000.0,0.0,18643400000.0,18643400000.0,18762900000.0,96157900000.0,18643400000.0,72092700000.0,134426800000.0,26031700000.0,26296900000.0,0.0,0.0,8885800000.0,0.337903,134426800000.0,0.0,0.0
PNB.NS,2023-06-30,3M,INR,11000409836.0,1.22,11000409836.0,1.22,13420500000.0,160643800000.0,256728500000.0,-209200000.0,13420500000.0,13420500000.0,13629700000.0,0.0,13420500000.0,13420500000.0,13629700000.0,96084700000.0,13420500000.0,66263700000.0,129687300000.0,21022700000.0,19791900000.0,0.0,0.0,7683700000.0,0.388224,129687300000.0,0.0,0.0
PNB.NS,2023-09-30,3M,INR,10995469613.0,1.81,10995469613.0,1.81,19901800000.0,168198400000.0,268577000000.0,2500000.0,19901800000.0,19901800000.0,17645400000.0,0.0,19901800000.0,19901800000.0,17645400000.0,100378600000.0,19901800000.0,72219400000.0,130372100000.0,29813900000.0,27782900000.0,0.0,0.0,10137500000.0,0.364883,130372100000.0,0.0,0.0
PNB.NS,2023-09-30,TTM,INR,10968030645.0,5.37,10968030645.0,5.37,,,,,,,,,,,,,,,,,,,,,,,,
PNB.NS,2023-12-31,3M,INR,11008009050.0,2.21,11008009050.0,2.21,24327700000.0,174440200000.0,278517100000.0,-84600000.0,24327700000.0,24327700000.0,24412300000.0,0.0,24327700000.0,24327700000.0,24412300000.0,104076900000.0,24327700000.0,64526200000.0,130833600000.0,22464100000.0,36343600000.0,0.0,0.0,13816900000.0,0.380174,130833600000.0,0.0,0.0
PNB.NS,2023-12-31,TTM,INR,11017391300.0,6.93,11017391300.0,6.93,76293400000.0,650177900000.0,1046876000000.0,-410800000.0,76293400000.0,76293400000.0,76704200000.0,,76293400000.0,76293400000.0,76704200000.0,396698100000.0,76276843369.67851,255504100000.0,523561900000.0,38936400000.0,113109900000.0,25800000.0,9243369.678516,40523900000.0,0.35827,523561900000.0,25800000.0,25800000.0
