symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
SJVN.NS,2023-03-31,3M,INR,,,,855200000.0,683100000.0,,,172100000.0,1087100000.0,1942300000.0,,-1340800000.0,-1340800000.0,1767600000.0,1767600000.0,172100000.0,172100000.0,1479600000.0,-1307500000.0,1479600000.0,1479600000.0,172100000.0,2801400000.0,2801400000.0,674600000.0,707043914.494007,1252100000.0,1629600000.0,3868300000.0,-1121400000.0,-1444300000.0,,0.0,2427900000.0,,855200000.0,124900000.0,495143914.494007,948300000.0,0.390584,2238700000.0,3868300000.0,1267700000.0,1267700000.0
SJVN.NS,2023-06-30,3M,INR,3938405797.0,0.69,56800000.0,1007100000.0,1007100000.0,3938405797.0,0.69,2717500000.0,4726300000.0,5733400000.0,6691100000.0,898000000.0,898000000.0,,,2717500000.0,2717500000.0,2717500000.0,,2717500000.0,2717500000.0,2717500000.0,-898000000.0,-898000000.0,5733400000.0,2717500000.0,2671200000.0,4019900000.0,6747900000.0,696000000.0,983300000.0,,0.0,3828300000.0,56800000.0,1007100000.0,0.0,0.0,1110800000.0,0.290155,2728000000.0,6747900000.0,0.0,0.0
SJVN.NS,2023-09-30,3M,INR,3925357143.0,1.12,121600000.0,1018800000.0,1018800000.0,3925357143.0,1.12,4396400000.0,6787200000.0,7806000000.0,8662000000.0,1241500000.0,1241500000.0,,,4396400000.0,4396400000.0,4253800000.0,142600000.0,4253800000.0,4253800000.0,4396400000.0,-1241500000.0,-1241500000.0,7806000000.0,4253800000.0,2619100000.0,6042900000.0,8783600000.0,732600000.0,967400000.0,,0.0,5545700000.0,121600000.0,1018800000.0,0.0,0.0,1291900000.0,0.232955,2740700000.0,8783600000.0,0.0,0.0
SJVN.NS,2023-09-30,TTM,INR,3927293010.0,2.59,,,,3927293010.0,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJVN.NS,2023-12-31,3M,INR,3970571429.0,0.35,101300000.0,1121200000.0,1121200000.0,3970571429.0,0.35,1389700000.0,2968300000.0,4089500000.0,5331800000.0,1223700000.0,1223700000.0,,,1389700000.0,1389700000.0,1301600000.0,88100000.0,1301600000.0,1301600000.0,1389700000.0,-1223700000.0,-1223700000.0,4339400000.0,1488043792.2733,2768300000.0,2563500000.0,5433100000.0,644100000.0,992300000.0,249900000.0,0.0,1744600000.0,101300000.0,1121200000.0,-249900000.0,-63456207.7267,443000000.0,0.253926,2869600000.0,5433100000.0,-249900000.0,-249900000.0
SJVN.NS,2023-12-31,TTM,INR,3939254239.0,2.2,1266300000.0,4002300000.0,3830200000.0,3939254239.0,2.2,8675700000.0,15568900000.0,19571200000.0,23566600000.0,2022400000.0,2022400000.0,,,8675700000.0,8675700000.0,9948600000.0,-1272900000.0,9948600000.0,9948600000.0,8675700000.0,565200000.0,565200000.0,19680400000.0,10028796886.280588,9310700000.0,14255900000.0,24832900000.0,951300000.0,1498700000.0,1251300000.0,0.0,13546500000.0,1266300000.0,4002300000.0,-1252000000.0,-29003113.719411,3597900000.0,0.265596,10577000000.0,24832900000.0,-109200000.0,-109200000.0
