symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,ResearchAndDevelopment,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
TATAMTRDVR.NS,2017-12-31,TTM,INR,,18.0451,,,,,18.0451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAMTRDVR.NS,2019-06-30,TTM,INR,,,,,,,,,,,,,,,,,,,-341940000.0,,,,,,,,,,,,,,,,,,,1480270000.0,,,,,,,,,
TATAMTRDVR.NS,2023-03-31,3M,INR,,,-1283530700000.0,70502000000.0,70502000000.0,,,54077900000.0,74258100000.0,144760100000.0,2333697700000.0,2769100000.0,26416700000.0,26416700000.0,-882500000.0,54077900000.0,54077900000.0,51596600000.0,,54077900000.0,54077900000.0,54960400000.0,-13904900000.0,-13904900000.0,162030300000.0,66167040000.0,-169100900000.0,2502798600000.0,1050167000000.0,-350302400000.0,-412694000000.0,424700000.0,0.0,47841400000.0,-1283530700000.0,70502000000.0,28118600000.0,0.0,-7481600000.0,-5181060000.0,-6206500000.0,0.3,-1452631600000.0,1050167000000.0,-17270200000.0,-17270200000.0,4287800000.0
TATAMTRDVR.NS,2023-06-30,3M,INR,3835688623.0,8.35,637834500000.0,66331800000.0,66331800000.0,3840287770.0,8.34,32028000000.0,72681000000.0,139012800000.0,377450400000.0,0.0,26153900000.0,26153900000.0,-978500000.0,32028000000.0,32028000000.0,33006500000.0,,32028000000.0,32028000000.0,33006500000.0,-26153900000.0,-26153900000.0,145782600000.0,36523584521.708855,168305000000.0,209145400000.0,1015284900000.0,-126276500000.0,,6753900000.0,0.0,46527100000.0,637834500000.0,66331800000.0,24136800000.0,15900000.0,-6769800000.0,-2274215478.291146,15630100000.0,0.335935,806139500000.0,1015284900000.0,-6769800000.0,-6769800000.0,0.0
TATAMTRDVR.NS,2023-09-30,3M,INR,3836901121.0,9.81,669097000000.0,66364200000.0,66364200000.0,3840816327.0,9.8,37640000000.0,86375700000.0,152739900000.0,375333600000.0,,26516900000.0,26516900000.0,-680800000.0,37640000000.0,37640000000.0,37830400000.0,490400000.0,37149600000.0,37149600000.0,38320800000.0,-26516900000.0,-26516900000.0,154474800000.0,38246046319.672295,186007400000.0,189326200000.0,1044430600000.0,-102143700000.0,,1233100000.0,0.0,59858800000.0,669097000000.0,66364200000.0,25505600000.0,3800000.0,-1236900000.0,-638453680.327705,22028400000.0,0.368006,855104400000.0,1044430600000.0,-1734900000.0,-1734900000.0,0.0
TATAMTRDVR.NS,2023-09-30,TTM,INR,3322403989.0,40.01,,,,3324514189.0,39.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAMTRDVR.NS,2023-12-31,3M,INR,3813849077.0,18.42,682776700000.0,68500000000.0,68500000000.0,3817994565.0,18.4,70251100000.0,99788700000.0,168288700000.0,415215500000.0,204300000.0,24849100000.0,24849100000.0,-1203200000.0,70251100000.0,70251100000.0,71454300000.0,,70251100000.0,70251100000.0,71454300000.0,-24849100000.0,-24849100000.0,169171700000.0,71070261846.34026,398099600000.0,17115900000.0,1097992200000.0,82705500000.0,198952700000.0,,0.0,74939600000.0,682776700000.0,68500000000.0,27403700000.0,678700000.0,-883000000.0,-63838153.659747,5417900000.0,0.072297,1080876300000.0,1097992200000.0,-883000000.0,-883000000.0,0.0
TATAMTRDVR.NS,2023-12-31,TTM,INR,3316553778.0,50.72,706177500000.0,271698000000.0,271698000000.0,3318904580.0,50.69,193997000000.0,333103500000.0,604801500000.0,3501697200000.0,3786600000.0,103936600000.0,103936600000.0,-3745000000.0,193997000000.0,193997000000.0,194378200000.0,,193997000000.0,193997000000.0,197742000000.0,-91424800000.0,-91424800000.0,631459400000.0,216365999171.78265,967977000000.0,2533720200000.0,4207874700000.0,-111351200000.0,157319200000.0,7213600000.0,0.0,229166900000.0,706177500000.0,271698000000.0,105164700000.0,1083300000.0,-16371300000.0,-4288900828.217339,36869900000.0,0.160887,1674154500000.0,4207874700000.0,-26657900000.0,-26657900000.0,4287800000.0
