symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
TATASTEEL.NS,2023-03-31,3M,INR,,,570549500000.0,23822100000.0,23822100000.0,,,17048600000.0,51143700000.0,74965800000.0,69002700000.0,-253700000.0,17936000000.0,17936000000.0,1386200000.0,17048600000.0,17048600000.0,15662400000.0,17048600000.0,17048600000.0,15662400000.0,-14479600000.0,-14479600000.0,69719600000.0,13376260000.0,71872400000.0,-2869700000.0,639552200000.0,43951700000.0,-182517800000.0,327700000.0,0.0,33207700000.0,570549500000.0,23822100000.0,-45300000.0,-28700000.0,1573860000.0,17545300000.0,0.3,642421900000.0,639552200000.0,5246200000.0,5246200000.0,0.0
TATASTEEL.NS,2023-06-30,3M,INR,12191346154.0,0.52,274751700000.0,24123200000.0,24123200000.0,12191346154.0,0.52,6339500000.0,36805200000.0,60928400000.0,315406300000.0,0.0,18251500000.0,18251500000.0,1091000000.0,6339500000.0,6339500000.0,5248500000.0,6339500000.0,6339500000.0,5248500000.0,-18251500000.0,-18251500000.0,60794200000.0,6245560000.0,287790700000.0,27615600000.0,590158000000.0,11768200000.0,209152300000.0,-119600000.0,0.0,18553700000.0,274751700000.0,24123200000.0,185200000.0,134200000.0,40260000.0,13305200000.0,0.3,562542400000.0,590158000000.0,134200000.0,134200000.0,-199800000.0
TATASTEEL.NS,2023-09-30,3M,INR,12221380671.0,-5.07,259031300000.0,24798500000.0,24798500000.0,12221380671.0,-5.07,-61962400000.0,-47798000000.0,-22999500000.0,292040800000.0,32551100000.0,19593900000.0,19593900000.0,3149200000.0,-61962400000.0,-61962400000.0,-65111600000.0,-61962400000.0,-61962400000.0,-65111600000.0,-19593900000.0,-19593900000.0,45989500000.0,4692259868.619226,274161100000.0,17879700000.0,551072100000.0,2282300000.0,195944500000.0,-48900000.0,0.0,-67391900000.0,259031300000.0,24798500000.0,36486800000.0,-68989000000.0,-2334340131.380774,-2280300000.0,0.033836,533192400000.0,551072100000.0,-68989000000.0,-68989000000.0,0.0
TATASTEEL.NS,2023-09-30,TTM,INR,12215928992.0,-4.99,,,,12219645112.0,-4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATASTEEL.NS,2023-12-31,3M,INR,12223095238.0,0.42,224465100000.0,24220400000.0,24220400000.0,12223095238.0,0.42,5133700000.0,38086900000.0,62307300000.0,322807900000.0,0.0,18807800000.0,18807800000.0,-87700000.0,5133700000.0,5133700000.0,5221400000.0,5133700000.0,5133700000.0,5221400000.0,-18807800000.0,-18807800000.0,65648600000.0,7472610000.0,284392600000.0,38415300000.0,547273000000.0,2278900000.0,200747300000.0,,0.0,19279100000.0,224465100000.0,24220400000.0,3368000000.0,-3368000000.0,-1002390000.0,14057700000.0,0.3,508857700000.0,547273000000.0,-3341300000.0,-3341300000.0,0.0
TATASTEEL.NS,2023-12-31,TTM,INR,12235410525.0,-2.74,1328797600000.0,96964200000.0,96964200000.0,12239126645.0,-2.74,-33440600000.0,78237800000.0,175202000000.0,999257700000.0,32297400000.0,74589200000.0,74589200000.0,5538700000.0,-33440600000.0,-33440600000.0,-38979300000.0,-33440600000.0,-33440600000.0,-38979300000.0,-71132800000.0,-71132800000.0,242151900000.0,13424330000.0,918216800000.0,81040900000.0,2328055300000.0,60281100000.0,423326300000.0,280900000.0,0.0,3648600000.0,1328797600000.0,96964200000.0,39994700000.0,-72373200000.0,-20084970000.0,42627900000.0,0.3,2247014400000.0,2328055300000.0,-66949900000.0,-66949900000.0,-199800000.0
