symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
COLPAL.NS,2023-03-31,3M,INR,,,6761222000.0,431137000.0,431137000.0,,,3162265000.0,4272765000.0,4703902000.0,6975969000.0,10838000.0,10838000.0,3162265000.0,3162265000.0,3162265000.0,3162265000.0,3162265000.0,3162265000.0,399188000.0,399188000.0,4719790000.0,3174053579.748081,2878582000.0,4097387000.0,13737191000.0,-245197000.0,-1792196000.0,0.0,4261927000.0,6761222000.0,431137000.0,18700000.0,2957814000.0,3043716000.0,-15888000.0,-4099420.251919,1099662000.0,0.25802,9639804000.0,13737191000.0,-15888000.0,-15888000.0
COLPAL.NS,2023-06-30,3M,INR,272047714.0,10.06,4178900000.0,437600000.0,437600000.0,272047714.0,10.06,2736800000.0,3698300000.0,4135900000.0,8968400000.0,10700000.0,10700000.0,2736800000.0,2736800000.0,2736800000.0,2736800000.0,2736800000.0,2736800000.0,-10700000.0,-10700000.0,4330900000.0,2881521770.257078,5224800000.0,3743600000.0,13147300000.0,149700000.0,2105800000.0,0.0,3687600000.0,4178900000.0,437600000.0,195000000.0,1813100000.0,1813100000.0,-195000000.0,-50278229.742922,950800000.0,0.257837,9403700000.0,13147300000.0,-195000000.0,-195000000.0
COLPAL.NS,2023-09-30,3M,INR,272040000.0,12.5,4594300000.0,442800000.0,442800000.0,272040000.0,12.5,3400500000.0,4588600000.0,5031400000.0,10029500000.0,10500000.0,10500000.0,3400500000.0,3400500000.0,3400500000.0,3400500000.0,3400500000.0,3400500000.0,-10500000.0,-10500000.0,5031400000.0,3400500000.0,5651000000.0,4378500000.0,14623800000.0,210100000.0,2173300000.0,0.0,4578100000.0,4594300000.0,442800000.0,0.0,2059900000.0,2059900000.0,0.0,0.0,1177600000.0,0.257225,10245300000.0,14623800000.0,0.0,0.0
COLPAL.NS,2023-09-30,TTM,INR,272009027.0,43.13,,,,272009027.0,43.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLPAL.NS,2023-12-31,3M,INR,271919275.0,12.14,3883400000.0,413700000.0,413700000.0,271919275.0,12.14,3301100000.0,4449100000.0,4862800000.0,9980700000.0,15100000.0,15100000.0,3301100000.0,3301100000.0,3301100000.0,3301100000.0,3301100000.0,3301100000.0,-15100000.0,-15100000.0,4862800000.0,3301100000.0,5710500000.0,4270200000.0,13864100000.0,178900000.0,2248300000.0,0.0,4434000000.0,3883400000.0,413700000.0,0.0,2042600000.0,2042600000.0,0.0,0.0,1132900000.0,0.255503,9593900000.0,13864100000.0,0.0,0.0
COLPAL.NS,2023-12-31,TTM,INR,271970003.0,46.33,19417722000.0,1725237000.0,1725237000.0,271970003.0,46.33,12600665000.0,17008865000.0,18734102000.0,35954669000.0,47238000.0,47238000.0,12600665000.0,12600665000.0,12600665000.0,12600665000.0,12600665000.0,12600665000.0,362788000.0,362788000.0,18944990000.0,12757332107.496233,19464882000.0,16489787000.0,55372391000.0,293503000.0,4735404000.0,0.0,16961627000.0,19417722000.0,1725237000.0,,8873314000.0,8959216000.0,-210888000.0,-54220892.503767,4360962000.0,0.257108,38882604000.0,55372391000.0,-210888000.0,-210888000.0
