symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
SUZLON.NS,2023-03-31,3M,INR,,,13293400000.0,805600000.0,-156100000.0,,,2798900000.0,3717300000.0,4522900000.0,3605700000.0,486500000.0,486500000.0,-401000000.0,2798900000.0,2798900000.0,3199900000.0,2798900000.0,2798900000.0,3199900000.0,-668100000.0,-668100000.0,2176400000.0,474842382.691593,1908500000.0,1697200000.0,16899100000.0,58800000.0,-2329800000.0,21468800000.0,0.0,3230800000.0,13293400000.0,805600000.0,2345500000.0,22442382.691593,30900000.0,0.009564,15201900000.0,16899100000.0,2346500000.0,2346500000.0
SUZLON.NS,2023-09-30,3M,INR,12786250000.0,0.08,8337200000.0,511700000.0,511700000.0,12786250000.0,0.08,1022900000.0,1461400000.0,1973100000.0,5834900000.0,437000000.0,437000000.0,0.0,1022900000.0,1022900000.0,1022900000.0,1022900000.0,1022900000.0,1022900000.0,-437000000.0,-437000000.0,2323000000.0,1372287651.308083,4104800000.0,1730100000.0,14172100000.0,72600000.0,1807200000.0,349900000.0,0.0,1024400000.0,8337200000.0,511700000.0,-349900000.0,-512348.691917,1500000.0,0.001464,12442000000.0,14172100000.0,-349900000.0,-349900000.0
SUZLON.NS,2023-09-30,TTM,INR,12103244484.0,0.32,,,,12103244484.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUZLON.NS,2023-12-31,3M,INR,13536000000.0,0.15,9497800000.0,394600000.0,394600000.0,13536000000.0,0.15,2030400000.0,2174100000.0,2568700000.0,6031300000.0,142800000.0,142800000.0,0.0,2030400000.0,2030400000.0,2030400000.0,2030400000.0,2030400000.0,2030400000.0,-142800000.0,-142800000.0,2568700000.0,2030400000.0,3953600000.0,2077700000.0,15529100000.0,92400000.0,1866500000.0,,0.0,2031300000.0,9497800000.0,394600000.0,0.0,0.0,900000.0,0.000443,13451400000.0,15529100000.0,0.0,0.0
SUZLON.NS,2023-12-31,TTM,INR,12770712766.0,0.49,39239900000.0,2257800000.0,1296100000.0,12770712766.0,0.49,6861200000.0,8983600000.0,11241400000.0,20835600000.0,1686600000.0,1686600000.0,-401000000.0,6861200000.0,6861200000.0,7262200000.0,6861200000.0,6861200000.0,7262200000.0,-1868200000.0,-1868200000.0,9163100000.0,4792811585.583116,13807100000.0,7028500000.0,60075500000.0,,3062700000.0,21737000000.0,0.0,7297000000.0,39239900000.0,2257800000.0,2077300000.0,9911585.583116,34800000.0,0.004769,53047000000.0,60075500000.0,2078300000.0,2078300000.0
