symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,InsuranceAndClaims,InterestExpense,InterestIncome,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NormalizedIncome,OperatingExpense,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,PretaxIncome,ReconciledDepreciation,RentAndLandingFees,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
MAHABANK.NS,2020-03-31,TTM,INR,,,2109481000.0,2109481000.0,,,,3393804000.0,1134201000.0,1510312000.0,,,,,,,,,,,,,,,,-48093000.0,,2109481000.0,2149771000.0,256961000.0,1391162000.0,,,,,,,
MAHABANK.NS,2023-03-31,3M,INR,6724080000.0,1.25,,,6724080000.0,1.25,8405100000.0,,,,23082300000.0,44954600000.0,0.0,8405100000.0,8405100000.0,8405100000.0,0.0,8405100000.0,8405100000.0,8405100000.0,21872300000.0,8405100000.0,15529000000.0,30088300000.0,9577900000.0,,9105400000.0,,,,,0.0,0.0,706100000.0,0.077547,30088300000.0,0.0,0.0
MAHABANK.NS,2023-06-30,3M,INR,6850155039.0,1.29,,,6850155039.0,1.29,8836700000.0,,,,24486500000.0,47886600000.0,0.0,8836700000.0,8836700000.0,8836700000.0,0.0,8836700000.0,8836700000.0,8836700000.0,23400100000.0,8836700000.0,13425800000.0,29692200000.0,6771800000.0,,10875700000.0,,,,,0.0,0.0,2050800000.0,0.188567,29692200000.0,0.0,0.0
MAHABANK.NS,2023-09-30,3M,INR,7075692308.0,1.3,,,7075692308.0,1.3,9198400000.0,,,,26356700000.0,50679600000.0,0.0,9198400000.0,9198400000.0,9198400000.0,0.0,9198400000.0,9198400000.0,9198400000.0,24322900000.0,9198400000.0,15666800000.0,30998700000.0,8909400000.0,,9357200000.0,,,,,0.0,0.0,159700000.0,0.017067,30998700000.0,0.0,0.0
MAHABANK.NS,2023-09-30,TTM,INR,6852723754.0,4.99,,,7081373639.0,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHABANK.NS,2023-12-31,3M,INR,7063945578.0,1.47,,,7063945578.0,1.47,10384000000.0,,,,27054200000.0,51715000000.0,0.0,10384000000.0,10384000000.0,10384000000.0,0.0,10384000000.0,10384000000.0,10384000000.0,24660800000.0,10384000000.0,14959100000.0,31461300000.0,8494700000.0,,10696600000.0,,,,,0.0,0.0,339700000.0,0.031758,31461300000.0,0.0,0.0
MAHABANK.NS,2023-12-31,TTM,INR,6929312751.0,5.31,,,7081373639.0,5.31,36824225000.0,,,,100979678000.0,197384224000.0,,36824225000.0,36824225000.0,36824225000.0,,36824225000.0,36824225000.0,36824225000.0,96404546000.0,36810468600.0,57716905000.0,114937612000.0,23331158000.0,,31625425000.0,,,,,19652000.0,5895600.0,,0.3,114937612000.0,19652000.0,19652000.0
