symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue
EICHERMOT.NS,2023-03-31,3M,INR,,,21178300000.0,1480300000.0,1480300000.0,,,9055800000.0,11645100000.0,13125400000.0,16136100000.0,81600000.0,81600000.0,0.0,9055800000.0,9055800000.0,9055800000.0,9055800000.0,9055800000.0,9055800000.0,-81600000.0,-81600000.0,13125400000.0,9055800000.0,8279900000.0,7856200000.0,37314400000.0,2055100000.0,5007000000.0,0.0,11563500000.0,21178300000.0,1480300000.0,0.0,2508100000.0,0.216898,29458200000.0,37314400000.0
EICHERMOT.NS,2023-06-30,3M,INR,273559726.0,33.57,22272600000.0,1422700000.0,1422700000.0,274131343.0,33.5,9183400000.0,12222200000.0,13644900000.0,16848100000.0,104300000.0,104300000.0,0.0,9183400000.0,9183400000.0,9183400000.0,9183400000.0,9183400000.0,9183400000.0,-104300000.0,-104300000.0,13644900000.0,9183400000.0,8062400000.0,8785700000.0,39120700000.0,2432100000.0,4456200000.0,0.0,12117900000.0,22272600000.0,1422700000.0,0.0,2934500000.0,0.242162,30335000000.0,39120700000.0
EICHERMOT.NS,2023-09-30,3M,INR,273700512.0,37.13,22200800000.0,1425400000.0,1425400000.0,274217485.0,37.06,10162500000.0,13200200000.0,14625600000.0,18129200000.0,126800000.0,126800000.0,0.0,10162500000.0,10162500000.0,10162500000.0,10162500000.0,10162500000.0,10162500000.0,-126800000.0,-126800000.0,14625600000.0,10162500000.0,8683000000.0,9446200000.0,40330000000.0,2737800000.0,5011800000.0,0.0,13073400000.0,22200800000.0,1425400000.0,0.0,2910900000.0,0.222658,30883800000.0,40330000000.0
EICHERMOT.NS,2023-09-30,TTM,INR,273568107.0,130.9,,,,274046534.0,130.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EICHERMOT.NS,2023-12-31,3M,INR,273768554.0,36.38,22578900000.0,1475400000.0,1475400000.0,274296337.0,36.31,9959700000.0,13103100000.0,14578500000.0,18577100000.0,124300000.0,124300000.0,0.0,9959700000.0,9959700000.0,9959700000.0,9959700000.0,9959700000.0,9959700000.0,-124300000.0,-124300000.0,14578500000.0,9959700000.0,9149800000.0,9427300000.0,41156000000.0,2537300000.0,5213500000.0,0.0,12978800000.0,22578900000.0,1475400000.0,0.0,3019100000.0,0.232618,31728700000.0,41156000000.0
EICHERMOT.NS,2023-12-31,TTM,INR,273640749.0,140.19,88230600000.0,5803800000.0,5803800000.0,274104697.0,139.95,38361400000.0,50170600000.0,55974400000.0,69690500000.0,437000000.0,437000000.0,0.0,38361400000.0,38361400000.0,38361400000.0,38361400000.0,38361400000.0,38361400000.0,-437000000.0,-437000000.0,55974400000.0,38361400000.0,34175100000.0,35515400000.0,157921100000.0,9762300000.0,19688500000.0,0.0,49733600000.0,88230600000.0,5803800000.0,0.0,11372600000.0,0.22867,122405700000.0,157921100000.0
