symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
BALKRISIND.NS,2023-03-31,3M,INR,,,17644500000.0,1556500000.0,1556500000.0,,,2598000000.0,3758100000.0,5314600000.0,4480500000.0,207900000.0,207900000.0,2598000000.0,2598000000.0,2598000000.0,2598000000.0,2598000000.0,2598000000.0,134300000.0,134300000.0,4826600000.0,2240886597.938144,1161400000.0,3319100000.0,22125000000.0,-781700000.0,-8607300000.0,0.0,3550200000.0,17644500000.0,1556500000.0,5271900000.0,5994300000.0,-36300000.0,130886597.938144,952200000.0,0.26821,18805900000.0,22125000000.0,488000000.0,488000000.0
BALKRISIND.NS,2023-06-30,3M,INR,193290623.0,17.17,10400500000.0,1552900000.0,1552900000.0,193290623.0,17.17,3318800000.0,4514100000.0,6067000000.0,11193000000.0,217100000.0,217100000.0,3318800000.0,3318800000.0,3318800000.0,3318800000.0,3318800000.0,3318800000.0,-217100000.0,-217100000.0,6067000000.0,3318800000.0,7736500000.0,3456500000.0,21593500000.0,679700000.0,3996300000.0,0.0,4297000000.0,10400500000.0,1552900000.0,1001000000.0,1001000000.0,0.0,0.0,978200000.0,0.227647,18137000000.0,21593500000.0,0.0,0.0
BALKRISIND.NS,2023-09-30,3M,INR,193344463.0,17.97,10931900000.0,1604300000.0,1604300000.0,193344463.0,17.97,3474400000.0,4793700000.0,6398000000.0,11600000000.0,238500000.0,238500000.0,3474400000.0,3474400000.0,3474400000.0,3474400000.0,3474400000.0,3474400000.0,-238500000.0,-238500000.0,6398000000.0,3474400000.0,7877200000.0,3722800000.0,22531900000.0,523400000.0,4013000000.0,0.0,4555200000.0,10931900000.0,1604300000.0,1017800000.0,1017800000.0,0.0,0.0,1080800000.0,0.237267,18809100000.0,22531900000.0,0.0,0.0
BALKRISIND.NS,2023-09-30,TTM,INR,193311471.0,54.19,,,,193311471.0,54.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALKRISIND.NS,2023-12-31,3M,INR,193303797.0,15.8,11027100000.0,1608500000.0,1608500000.0,193303797.0,15.8,3054200000.0,4453800000.0,6062300000.0,11717000000.0,364400000.0,364400000.0,3054200000.0,3054200000.0,3054200000.0,3054200000.0,3054200000.0,3054200000.0,-364400000.0,-364400000.0,6062300000.0,3054200000.0,7919500000.0,3797500000.0,22744100000.0,688400000.0,4054700000.0,0.0,4089400000.0,11027100000.0,1608500000.0,993400000.0,993400000.0,0.0,0.0,1035200000.0,0.253142,18946600000.0,22744100000.0,0.0,0.0
BALKRISIND.NS,2023-12-31,TTM,INR,193319432.0,64.38,50004000000.0,6322200000.0,6322200000.0,193319432.0,64.38,12445400000.0,17519700000.0,23841900000.0,38990500000.0,1027900000.0,1027900000.0,12445400000.0,12445400000.0,12445400000.0,12445400000.0,12445400000.0,12445400000.0,-685700000.0,-685700000.0,23353900000.0,12077134850.04669,24694600000.0,14295900000.0,88994500000.0,1109800000.0,3456700000.0,0.0,16491800000.0,50004000000.0,6322200000.0,8284100000.0,9006500000.0,-36300000.0,119734850.04669,4046400000.0,0.245358,74698600000.0,88994500000.0,488000000.0,488000000.0
