symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
HINDALCO.NS,2019-12-31,TTM,INR,,,,,,,,,,,,,-13400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HINDALCO.NS,2023-03-31,3M,INR,,,466980000000.0,,,24110000000.0,37810000000.0,37810000000.0,78940000000.0,-580000000.0,9420000000.0,9420000000.0,0.0,24110000000.0,24110000000.0,24110000000.0,24110000000.0,24110000000.0,24110000000.0,-4270000000.0,-4270000000.0,42700000000.0,28262796759.422333,33030000000.0,45910000000.0,545920000000.0,-6530000000.0,-84010000000.0,870000000.0,0.0,28390000000.0,466980000000.0,-1830000000.0,-737203240.577668,4280000000.0,0.150757,500010000000.0,545920000000.0,-4890000000.0,-4890000000.0,1540000000.0
HINDALCO.NS,2023-06-30,3M,INR,2220814480.0,11.05,387840000000.0,2224841342.0,11.03,24540000000.0,43090000000.0,43090000000.0,142070000000.0,40000000.0,9920000000.0,9920000000.0,0.0,24540000000.0,24540000000.0,24540000000.0,24540000000.0,24540000000.0,24540000000.0,-9920000000.0,-9920000000.0,43400000000.0,24769345794.392525,102600000000.0,39470000000.0,529910000000.0,3910000000.0,67310000000.0,120000000.0,0.0,33170000000.0,387840000000.0,-310000000.0,-80654205.607477,8630000000.0,0.260175,490440000000.0,529910000000.0,-310000000.0,-310000000.0,150000000.0
HINDALCO.NS,2023-09-30,3M,INR,2222672065.0,9.88,394660000000.0,2224924012.0,9.87,21960000000.0,42650000000.0,42650000000.0,147030000000.0,210000000.0,10340000000.0,10340000000.0,0.0,21960000000.0,21960000000.0,21960000000.0,21960000000.0,21960000000.0,21960000000.0,-10340000000.0,-10340000000.0,42580000000.0,21912423398.32869,109080000000.0,37950000000.0,541690000000.0,4630000000.0,72600000000.0,-330000000.0,0.0,32310000000.0,394660000000.0,70000000.0,22423398.328691,10350000000.0,0.320334,503740000000.0,541690000000.0,70000000.0,70000000.0,50000000.0
HINDALCO.NS,2023-09-30,TTM,INR,2221915737.0,37.91,,2224867294.0,37.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HINDALCO.NS,2023-12-31,3M,INR,2220000000.0,10.5,375810000000.0,2222116301.0,10.49,23310000000.0,42720000000.0,42720000000.0,152270000000.0,1770000000.0,9440000000.0,9440000000.0,0.0,23310000000.0,23310000000.0,23310000000.0,23310000000.0,23310000000.0,23310000000.0,-9440000000.0,-9440000000.0,44550000000.0,24591769831.73077,110530000000.0,41740000000.0,528080000000.0,2800000000.0,72080000000.0,,0.0,33280000000.0,375810000000.0,-1830000000.0,-548230168.269231,9970000000.0,0.299579,486340000000.0,528080000000.0,-1830000000.0,-1830000000.0,60000000.0
HINDALCO.NS,2023-12-31,TTM,INR,2221242882.0,42.28,1625490000000.0,2224356992.0,42.22,93920000000.0,166270000000.0,166270000000.0,520110000000.0,1440000000.0,39120000000.0,39120000000.0,0.0,93920000000.0,93920000000.0,93920000000.0,93920000000.0,93920000000.0,93920000000.0,-33970000000.0,-33970000000.0,173230000000.0,99061039716.86984,355040000000.0,165070000000.0,2145600000000.0,4810000000.0,128910000000.0,660000000.0,0.0,127150000000.0,1625490000000.0,-3900000000.0,-1818960283.130161,33230000000.0,0.261345,1980530000000.0,2145600000000.0,-6960000000.0,-6960000000.0,1800000000.0
