symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NormalizedIncome,OperatingRevenue,OtherIncomeExpense,OtherOperatingExpenses,PretaxIncome,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue
SBILIFE.NS,2023-03-31,3M,INR,,,,,7768624000.0,7768624000.0,7768624000.0,7768624000.0,,7768624000.0,7768624000.0,7768624000.0,7768624000.0,212989992000.0,0.0,-1523950000.0,7935970000.0,0.0,167346000.0,0.021087,205054022000.0,212989992000.0
SBILIFE.NS,2023-06-30,3M,INR,1000104987.0,3.81,1002736842.0,3.8,3810400000.0,3810400000.0,3810400000.0,3810400000.0,,3810400000.0,3810400000.0,3810400000.0,3810400000.0,278944000000.0,0.0,4431300000.0,3897400000.0,0.0,87000000.0,0.022323,275046600000.0,278944000000.0
SBILIFE.NS,2023-09-30,3M,INR,1000500000.0,3.8,1003139842.0,3.79,3801900000.0,3801900000.0,3801900000.0,3801900000.0,,3801900000.0,3801900000.0,3801900000.0,3801900000.0,287927000000.0,0.0,6992400000.0,3869800000.0,0.0,67900000.0,0.017546,284057100000.0,287927000000.0
SBILIFE.NS,2023-09-30,TTM,INR,1000996191.0,18.4,1001776326.0,18.39,,,,,,,,,,,,,,,,,,
SBILIFE.NS,2023-12-31,3M,INR,1002336449.0,3.21,1002336449.0,3.21,3217500000.0,3217500000.0,3217500000.0,3217500000.0,0.0,3217500000.0,3217500000.0,3217500000.0,3217500000.0,390656200000.0,0.0,7409100000.0,3290400000.0,0.0,72900000.0,0.022155,387365800000.0,390656200000.0
SBILIFE.NS,2023-12-31,TTM,INR,1000755425.0,18.58,1001433213.0,18.57,18598424000.0,18598424000.0,18598424000.0,18598424000.0,,18598424000.0,18598424000.0,18598424000.0,18598424000.0,1170516992000.0,0.0,17308750000.0,18993570000.0,0.0,395146000.0,0.020804,1151523422000.0,1170516992000.0
