symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
NMDC.NS,2023-03-31,3M,INR,,,23849600000.0,933900000.0,933900000.0,,,22715300000.0,32973800000.0,33907700000.0,34664100000.0,117700000.0,117700000.0,-500000.0,22715300000.0,22715300000.0,22717700000.0,-1900000.0,22715300000.0,22717200000.0,22715800000.0,5327200000.0,5327200000.0,21522000000.0,14133147406.722038,13924000000.0,20740100000.0,58513700000.0,-5610300000.0,2998100000.0,0.0,32856100000.0,23849600000.0,933900000.0,643700000.0,938500000.0,12336700000.0,3801647406.722039,10084800000.0,0.306938,37773600000.0,58513700000.0,12385700000.0,12385700000.0
NMDC.NS,2023-06-30,3M,INR,2929468085.0,5.64,25287900000.0,692200000.0,692200000.0,2929468085.0,5.64,16522200000.0,22185100000.0,22877300000.0,28658700000.0,61900000.0,61900000.0,-11600000.0,16522200000.0,16522200000.0,16535400000.0,-1600000.0,16522200000.0,16523800000.0,16533800000.0,-61900000.0,-61900000.0,22877300000.0,16523800000.0,9415700000.0,19243000000.0,53946600000.0,2942100000.0,4212200000.0,0.0,22123200000.0,25287900000.0,692200000.0,862000000.0,862000000.0,0.0,0.0,5511200000.0,0.249114,34703600000.0,53946600000.0,0.0,0.0
NMDC.NS,2023-09-30,3M,INR,2932114286.0,3.5,19095000000.0,888000000.0,888000000.0,2932114286.0,3.5,10262400000.0,14226700000.0,15114700000.0,21044800000.0,186000000.0,186000000.0,-2500000.0,10262400000.0,10262400000.0,10262000000.0,-2100000.0,10262400000.0,10264500000.0,10259900000.0,-186000000.0,-186000000.0,15114700000.0,10264500000.0,10028500000.0,11016300000.0,40139800000.0,3210400000.0,4578500000.0,0.0,14040700000.0,19095000000.0,888000000.0,634200000.0,634200000.0,0.0,0.0,3790000000.0,0.26993,29123500000.0,40139800000.0,0.0,0.0
NMDC.NS,2023-09-30,TTM,INR,2931134901.0,20.0,,,,2931134901.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMDC.NS,2023-12-31,3M,INR,2932667984.0,5.06,23747700000.0,820000000.0,820000000.0,2932667984.0,5.06,14839300000.0,20094400000.0,20914400000.0,30351300000.0,320500000.0,320500000.0,22100000.0,14839300000.0,14839300000.0,14820800000.0,-3600000.0,14839300000.0,14842900000.0,14817200000.0,-320500000.0,-320500000.0,23437400000.0,16718623590.187065,11099600000.0,19251700000.0,54099000000.0,3365700000.0,5426400000.0,0.0,19773900000.0,23747700000.0,820000000.0,869400000.0,869400000.0,-2523000000.0,-647276409.812935,5073000000.0,0.25655,34847300000.0,54099000000.0,-2523000000.0,-2523000000.0
NMDC.NS,2023-12-31,TTM,INR,2931155045.0,21.95,91980200000.0,3334100000.0,3334100000.0,2931155045.0,21.95,64339200000.0,89480000000.0,92814100000.0,114718900000.0,686100000.0,686100000.0,12500000.0,64339200000.0,64339200000.0,64335900000.0,-9200000.0,64339200000.0,64348400000.0,64326700000.0,4758800000.0,4758800000.0,82951400000.0,57202460715.54465,44467800000.0,70251100000.0,206699100000.0,3907900000.0,17215200000.0,0.0,88793900000.0,91980200000.0,3334100000.0,3009300000.0,3304100000.0,9813700000.0,2716760715.544649,24459000000.0,0.275458,136448000000.0,206699100000.0,9862700000.0,9862700000.0
