symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,InterestExpense,InterestIncome,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NormalizedIncome,OperatingExpense,OperatingRevenue,OtherOperatingExpenses,PretaxIncome,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
IDBI.NS,2023-03-31,3M,INR,,,,,12168193000.0,24450457000.0,57294671000.0,-65424000.0,12168193000.0,12168193000.0,12233617000.0,0.0,12168193000.0,12168193000.0,12233617000.0,32844214000.0,12186836000.0,-3847634000.0,36500396000.0,-30531642000.0,-969675000.0,-18643000.0,0.0,3146600000.0,0.0,36500396000.0,-18643000.0,-18643000.0
IDBI.NS,2023-06-30,3M,INR,10782982456.0,1.14,10782982456.0,1.14,12292600000.0,28605200000.0,68636300000.0,-50200000.0,12292600000.0,12292600000.0,12342800000.0,0.0,12292600000.0,12292600000.0,12342800000.0,40031100000.0,12292600000.0,24856200000.0,49103900000.0,14928200000.0,18434200000.0,0.0,0.0,6091400000.0,0.33044,49103900000.0,0.0,0.0
IDBI.NS,2023-09-30,3M,INR,10739534884.0,1.29,10739534884.0,1.29,13854000000.0,29660800000.0,60383500000.0,-78400000.0,13854000000.0,13854000000.0,13932400000.0,0.0,13854000000.0,13854000000.0,13932400000.0,30722700000.0,13854000000.0,18143300000.0,40975800000.0,8617600000.0,23969500000.0,0.0,0.0,10037100000.0,0.3,40975800000.0,0.0,0.0
IDBI.NS,2023-09-30,TTM,INR,10769791578.0,4.44,10769791578.0,4.44,,,,,,,,,,,,,,,,,,,,,,,,
IDBI.NS,2023-12-31,3M,INR,10775214286.0,1.4,10775214286.0,1.4,15085300000.0,31018400000.0,65489800000.0,-60600000.0,15085300000.0,15085300000.0,15145900000.0,0.0,15085300000.0,15085300000.0,15145900000.0,34471400000.0,15085300000.0,28897800000.0,44780700000.0,17505200000.0,20341600000.0,0.0,0.0,5533500000.0,0.272029,44780700000.0,0.0,0.0
IDBI.NS,2023-12-31,TTM,INR,10779421960.0,4.96,10779421960.0,4.96,53400093000.0,113734757000.0,251804171000.0,-254524000.0,53400093000.0,53400093000.0,53654617000.0,,53400093000.0,53400093000.0,53654617000.0,138069414000.0,53413143100.0,68043366000.0,171360696000.0,10513058000.0,61775525000.0,-18643000.0,-5592900.0,,0.3,171360696000.0,-18643000.0,-18643000.0
