symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfCapitalAssets,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalOtherFinanceCost,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill,WriteOff
MANKIND.NS,2022-12-31,TTM,INR,1326440000.0,400588440.0,29.618803,28469880000.0,2887580000.0,1561140000.0,400588440.0,29.618803,11864950000.0,16055140000.0,18942720000.0,2440400000.0,55755390000.0,38520000.0,485150000.0,485150000.0,94530000.0,94530000.0,-221950000.0,11864950000.0,11864950000.0,12086900000.0,11864950000.0,11864950000.0,12086900000.0,-441640000.0,-441640000.0,18583790000.0,11586314559.835941,40542360000.0,15213030000.0,84225270000.0,150750000.0,11485310000.0,-5770000.0,0.0,15569990000.0,28469880000.0,2887580000.0,218320000.0,218320000.0,4871930000.0,7312330000.0,-51190000.0,80294559.835941,3483090000.0,0.223705,69012240000.0,51020000.0,84225270000.0,358930000.0,358930000.0,18440000.0
MANKIND.NS,2023-06-30,3M,INR,,400588440.0,12.153925,8199579000.0,873549000.0,873549000.0,400588440.0,12.153925,4868722000.0,6308053000.0,7181602000.0,,17586596000.0,,63398000.0,63398000.0,,,-73162000.0,4868722000.0,4868722000.0,4941884000.0,4868722000.0,4868722000.0,4941884000.0,-63398000.0,-63398000.0,7181602000.0,4868722000.0,11911988000.0,5674608000.0,25786175000.0,586189000.0,5509338000.0,,0.0,6244655000.0,8199579000.0,873549000.0,,,,,,0.0,1302771000.0,0.208622,20111567000.0,,25786175000.0,,,
MANKIND.NS,2023-09-30,3M,INR,,400500400.0,12.51,8248602000.0,964845000.0,964845000.0,401141713.0,12.49,5010260000.0,6496113000.0,7460958000.0,,18832388000.0,,86242000.0,86242000.0,,,-101507000.0,5010260000.0,5010260000.0,5111767000.0,5010260000.0,5010260000.0,5111767000.0,-86242000.0,-86242000.0,7460958000.0,5010260000.0,12970773000.0,5861615000.0,27080990000.0,599784000.0,6286341000.0,,0.0,6409871000.0,8248602000.0,964845000.0,,,,,,0.0,1298104000.0,0.202516,21219375000.0,,27080990000.0,,,
MANKIND.NS,2023-12-31,3M,INR,,400494263.0,11.33,8275893000.0,1097266000.0,1097266000.0,401202476.0,11.31,4537600000.0,5715146000.0,6812412000.0,,17793696000.0,,91854000.0,91854000.0,,,-60537000.0,4537600000.0,4537600000.0,4598137000.0,4537600000.0,4537600000.0,4598137000.0,-91854000.0,-91854000.0,6812412000.0,4537600000.0,12825900000.0,4967796000.0,26069589000.0,701326000.0,6045107000.0,,0.0,5623292000.0,8275893000.0,1097266000.0,,,,,,0.0,1025155000.0,0.182305,21101793000.0,,26069589000.0,,,
