symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
SUNTV.NS,2023-03-31,3M,INR,,,5735300000.0,797400000.0,-2614500000.0,,,3802400000.0,5091200000.0,5888600000.0,2668300000.0,24700000.0,24700000.0,-1600000.0,3802400000.0,3802400000.0,3804000000.0,3802400000.0,3802400000.0,3804000000.0,1719100000.0,1719100000.0,5888600000.0,3802400000.0,-1609000000.0,4277300000.0,8403600000.0,-2669600000.0,-5436600000.0,0.0,5066500000.0,5735300000.0,797400000.0,0.0,1262500000.0,0.249186,4126300000.0,8403600000.0,,
SUNTV.NS,2023-06-30,3M,INR,394094541.0,15.02,1050200000.0,895500000.0,895500000.0,394094541.0,15.02,5919300000.0,8299800000.0,9195300000.0,12442000000.0,31500000.0,31500000.0,-1500000.0,5919300000.0,5919300000.0,5920800000.0,5919300000.0,5919300000.0,5920800000.0,-31500000.0,-31500000.0,9195300000.0,5919300000.0,5363000000.0,7079000000.0,13492200000.0,1209000000.0,3684700000.0,0.0,8268300000.0,1050200000.0,895500000.0,0.0,2347500000.0,0.283916,6413200000.0,13492200000.0,,
SUNTV.NS,2023-09-30,3M,INR,393677966.0,11.8,300000.0,2187500000.0,2187500000.0,393677966.0,11.8,4645400000.0,6207900000.0,8395400000.0,10484200000.0,16800000.0,16800000.0,1500000.0,4645400000.0,4645400000.0,4646900000.0,4645400000.0,4645400000.0,4646900000.0,-16800000.0,-16800000.0,8395400000.0,4645400000.0,5393500000.0,5090700000.0,10484500000.0,1117600000.0,2386400000.0,0.0,6191100000.0,300000.0,2187500000.0,0.0,1544200000.0,0.249423,5393800000.0,10484500000.0,,
SUNTV.NS,2023-09-30,TTM,INR,394015764.0,47.26,,,,394015764.0,47.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUNTV.NS,2023-12-31,3M,INR,393975694.0,11.52,17600000.0,1153200000.0,1153200000.0,393975694.0,11.52,4538600000.0,6137000000.0,7290200000.0,9213900000.0,18500000.0,18500000.0,-2300000.0,4538600000.0,4538600000.0,4540900000.0,4538600000.0,4538600000.0,4540900000.0,-18500000.0,-18500000.0,7290200000.0,4538600000.0,4473900000.0,4740000000.0,9231500000.0,1355100000.0,2508800000.0,0.0,6118500000.0,17600000.0,1153200000.0,0.0,1577600000.0,0.257841,4491500000.0,9231500000.0,,
SUNTV.NS,2023-12-31,TTM,INR,394040161.0,47.99,6803400000.0,5033600000.0,1621700000.0,394040161.0,47.99,18905700000.0,25735900000.0,30769500000.0,34808400000.0,91500000.0,91500000.0,-6900000.0,18905700000.0,18905700000.0,18912600000.0,18905700000.0,18905700000.0,18912600000.0,1652300000.0,1652300000.0,29293500000.0,17817158345.68171,13618300000.0,21190100000.0,41611800000.0,1009000000.0,3140200000.0,0.0,25644400000.0,6803400000.0,5033600000.0,387458345.681708,6731800000.0,0.262506,20421700000.0,41611800000.0,1476000000.0,1476000000.0
