symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,InterestExpense,InterestIncome,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NormalizedIncome,OperatingExpense,OperatingRevenue,PretaxIncome,ReconciledDepreciation,SellingGeneralAndAdministration,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalRevenue
BAJAJHLDNG.NS,2023-03-31,3M,INR,,,84800000.0,84800000.0,,,13527500000.0,,62600000.0,49200000.0,677100000.0,-4000000.0,13527500000.0,13527500000.0,13531500000.0,13527500000.0,13527500000.0,13531500000.0,627900000.0,13527500000.0,355600000.0,14032000000.0,13676400000.0,84800000.0,62600000.0,0.0,134700000.0,0.009849,14032000000.0
BAJAJHLDNG.NS,2023-06-30,3M,INR,111281447.0,127.2,84600000.0,84600000.0,111281447.0,127.2,14155000000.0,,230200000.0,5400000.0,691200000.0,-2400000.0,14155000000.0,14155000000.0,14157400000.0,14155000000.0,14155000000.0,14157400000.0,685800000.0,14155000000.0,443400000.0,14783600000.0,14340200000.0,84600000.0,230200000.0,0.0,182800000.0,0.012747,14783600000.0
BAJAJHLDNG.NS,2023-09-30,3M,INR,111280597.0,134.0,84500000.0,84500000.0,111280597.0,134.0,14911600000.0,21000000.0,207100000.0,5300000.0,802700000.0,-969200000.0,14911600000.0,14911600000.0,15880800000.0,14911600000.0,14911600000.0,15880800000.0,797400000.0,14911600000.0,416600000.0,17036100000.0,16619500000.0,84500000.0,207100000.0,0.0,738700000.0,0.044448,17036100000.0
BAJAJHLDNG.NS,2023-09-30,TTM,INR,111297194.0,498.2,,,111297194.0,498.2,,,,,,,,,,,,,,,,,,,,,,,
BAJAJHLDNG.NS,2023-12-31,3M,INR,111260487.0,147.8,84700000.0,84700000.0,111260487.0,147.8,16444300000.0,94400000.0,238400000.0,5500000.0,779700000.0,-4900000.0,16444300000.0,16444300000.0,16449200000.0,16444300000.0,16444300000.0,16449200000.0,774200000.0,16444300000.0,444800000.0,17099300000.0,16654500000.0,84700000.0,238400000.0,0.0,205300000.0,0.012327,17099300000.0
BAJAJHLDNG.NS,2023-12-31,TTM,INR,111303398.0,530.4,338600000.0,338600000.0,111303398.0,530.4,59038400000.0,181600000.0,738300000.0,65400000.0,2950700000.0,-980500000.0,59038400000.0,59038400000.0,60018900000.0,59038400000.0,59038400000.0,60018900000.0,2885300000.0,59038400000.0,1660400000.0,62951000000.0,61290600000.0,338600000.0,738300000.0,0.0,1271700000.0,0.020749,62951000000.0
