symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,GainOnSaleOfSecurity,GeneralAndAdministrativeExpense,InsuranceAndClaims,InterestExpense,InterestIncome,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NormalizedIncome,OperatingExpense,OperatingRevenue,OtherOperatingExpenses,OtherSpecialCharges,PretaxIncome,ReconciledDepreciation,RentAndLandingFees,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
FEDERALBNK.NS,2020-03-31,TTM,INR,,,1257270000.0,1257270000.0,,,,6079246000.0,304304000.0,1427808000.0,,,,,,,377087000.0,,,,,,,,,-51724000.0,,1257270000.0,3217217000.0,121258000.0,425562000.0,,,5072000000.0,,,,
FEDERALBNK.NS,2023-03-31,3M,INR,,,,,,,9539100000.0,,,,29375400000.0,50122600000.0,-96400000.0,9539100000.0,9539100000.0,9635500000.0,0.0,9539100000.0,9539100000.0,9635500000.0,20747200000.0,9539100000.0,14491500000.0,28431400000.0,7769000000.0,,12687300000.0,,,,,0.0,0.0,3291600000.0,0.259441,28431400000.0,0.0,0.0
FEDERALBNK.NS,2023-06-30,3M,INR,2115673077.0,4.16,,,2141411192.0,4.11,8801200000.0,,,,32545100000.0,53497700000.0,-137800000.0,8801200000.0,8801200000.0,8939000000.0,0.0,8801200000.0,8801200000.0,8939000000.0,20952600000.0,8801200000.0,14694400000.0,28365700000.0,7761800000.0,,12024400000.0,,,,,0.0,0.0,3107000000.0,0.258391,28365700000.0,0.0,0.0
FEDERALBNK.NS,2023-09-30,3M,INR,2285287356.0,4.35,,,2317249417.0,4.29,9941000000.0,,,,35441400000.0,57912800000.0,-126000000.0,9941000000.0,9941000000.0,10067000000.0,0.0,9941000000.0,9941000000.0,10067000000.0,22471400000.0,9941000000.0,16037800000.0,30040600000.0,8902900000.0,,13427100000.0,,,,,0.0,0.0,3425500000.0,0.255118,30040600000.0,0.0,0.0
FEDERALBNK.NS,2023-09-30,TTM,INR,2157625336.0,17.02,,,2184961536.0,16.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERALBNK.NS,2023-12-31,3M,INR,2419205607.0,4.28,,,2453601896.0,4.22,10354200000.0,,,,37596800000.0,60852000000.0,-318500000.0,10354200000.0,10354200000.0,10672700000.0,0.0,10354200000.0,10354200000.0,10672700000.0,23255200000.0,10354200000.0,17002100000.0,32338700000.0,9125900000.0,,14198100000.0,,,,,0.0,0.0,3565700000.0,0.251139,32338700000.0,0.0,0.0
FEDERALBNK.NS,2023-12-31,TTM,INR,2235287553.0,17.3,,,2264439791.0,17.08,38635500000.0,,,,134958700000.0,222385100000.0,-678700000.0,38635500000.0,38635500000.0,39314200000.0,0.0,38635500000.0,38635500000.0,39314200000.0,87426400000.0,38635500000.0,62225800000.0,119176400000.0,33559600000.0,,52336900000.0,,,,,0.0,0.0,13389800000.0,0.255839,119176400000.0,0.0,0.0
