symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
ZYDUSLIFE.NS,2023-03-31,3M,INR,,,19448000000.0,1786000000.0,715000000.0,,,2966000000.0,5091000000.0,6877000000.0,29077000000.0,233000000.0,233000000.0,-616000000.0,2966000000.0,2966000000.0,3604000000.0,-22000000.0,2966000000.0,2988000000.0,3582000000.0,481000000.0,481000000.0,11849000000.0,6555804034.582133,21130000000.0,7947000000.0,48525000000.0,-1452000000.0,-12769000000.0,5805000000.0,0.0,4858000000.0,19448000000.0,1786000000.0,-5826000000.0,-1404195965.417867,1372000000.0,0.282421,40578000000.0,48525000000.0,-4972000000.0,-4972000000.0
ZYDUSLIFE.NS,2023-06-30,3M,INR,1012011173.0,10.74,16744000000.0,1798000000.0,1798000000.0,1012011173.0,10.74,10869000000.0,13473000000.0,15271000000.0,33784000000.0,181000000.0,181000000.0,-467000000.0,10869000000.0,10869000000.0,11346000000.0,-10000000.0,10869000000.0,10879000000.0,11336000000.0,-181000000.0,-181000000.0,15413000000.0,10997913782.726452,20258000000.0,13526000000.0,50528000000.0,360000000.0,12024000000.0,142000000.0,0.0,13292000000.0,16744000000.0,1798000000.0,-142000000.0,-23086217.273548,2161000000.0,0.162579,37002000000.0,50528000000.0,-142000000.0,-142000000.0
ZYDUSLIFE.NS,2023-09-30,3M,INR,1012262958.0,7.91,14738000000.0,1842000000.0,1842000000.0,1012262958.0,7.91,8007000000.0,10159000000.0,12001000000.0,27848000000.0,87000000.0,87000000.0,-25000000.0,8007000000.0,8007000000.0,8042000000.0,-10000000.0,8007000000.0,8017000000.0,8032000000.0,-87000000.0,-87000000.0,12001000000.0,8017000000.0,19051000000.0,8797000000.0,42586000000.0,540000000.0,10782000000.0,,0.0,10072000000.0,14738000000.0,1842000000.0,0.0,0.0,2264000000.0,0.224782,33789000000.0,42586000000.0,0.0,0.0
ZYDUSLIFE.NS,2023-09-30,TTM,INR,1012012476.0,27.74,,,,1012012476.0,27.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSLIFE.NS,2023-12-31,3M,INR,1012307692.0,7.8,14685000000.0,1948000000.0,1948000000.0,1012307692.0,7.8,7896000000.0,9453000000.0,11401000000.0,28752000000.0,198000000.0,198000000.0,-3000000.0,7896000000.0,7896000000.0,7681000000.0,218000000.0,7896000000.0,7678000000.0,7899000000.0,-198000000.0,-198000000.0,11401000000.0,7678000000.0,19882000000.0,8870000000.0,43437000000.0,377000000.0,11376000000.0,,0.0,9255000000.0,14685000000.0,1948000000.0,0.0,0.0,2138000000.0,0.23101,34567000000.0,43437000000.0,0.0,0.0
ZYDUSLIFE.NS,2023-12-31,TTM,INR,1012081651.0,29.39,65615000000.0,7374000000.0,6303000000.0,1012081651.0,29.39,29738000000.0,38176000000.0,45550000000.0,119461000000.0,699000000.0,699000000.0,-1111000000.0,29738000000.0,29738000000.0,30673000000.0,176000000.0,29738000000.0,29562000000.0,30849000000.0,15000000.0,15000000.0,50664000000.0,33593213490.941113,76893000000.0,42568000000.0,185076000000.0,-175000000.0,21413000000.0,5947000000.0,0.0,37477000000.0,65615000000.0,7374000000.0,-5968000000.0,-1082786509.058889,7935000000.0,0.21173,142508000000.0,185076000000.0,-5114000000.0,-5114000000.0
