symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
SUPREMEIND.NS,2023-03-31,3M,INR,,,17832100000.0,721000000.0,721000000.0,,,3594300000.0,4672200000.0,5393200000.0,7508900000.0,25600000.0,25600000.0,3594300000.0,3594300000.0,3594300000.0,3594300000.0,3594300000.0,3594300000.0,-16100000.0,-16100000.0,5393200000.0,3594300000.0,3280500000.0,4228400000.0,25341000000.0,-162200000.0,-3254600000.0,0.0,4646600000.0,17832100000.0,721000000.0,0.0,1052300000.0,0.226467,21112600000.0,25341000000.0,,
SUPREMEIND.NS,2023-09-30,3M,INR,127058516.0,19.14,15356900000.0,719200000.0,719200000.0,127058516.0,19.14,2431900000.0,3210300000.0,3929500000.0,7730000000.0,15500000.0,15500000.0,2431900000.0,2431900000.0,2431900000.0,2431900000.0,2431900000.0,2431900000.0,-15500000.0,-15500000.0,3929500000.0,2431900000.0,4886900000.0,2843100000.0,23086900000.0,126900000.0,3108800000.0,0.0,3194800000.0,15356900000.0,719200000.0,0.0,762900000.0,0.238794,20243800000.0,23086900000.0,,
SUPREMEIND.NS,2023-09-30,TTM,INR,127026608.0,80.94,,,,127026608.0,80.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPREMEIND.NS,2023-12-31,3M,INR,127005454.0,20.17,16404700000.0,772400000.0,772400000.0,127005454.0,20.17,2561700000.0,3431300000.0,4203700000.0,8086300000.0,51600000.0,51600000.0,2561700000.0,2561700000.0,2561700000.0,2561700000.0,2561700000.0,2561700000.0,-51600000.0,-51600000.0,4203700000.0,2561700000.0,5070300000.0,3016000000.0,24491000000.0,207100000.0,3200100000.0,0.0,3379700000.0,16404700000.0,772400000.0,0.0,818000000.0,0.242033,21475000000.0,24491000000.0,,
SUPREMEIND.NS,2023-12-31,TTM,INR,127034950.0,84.57,66153800000.0,2933100000.0,2933100000.0,127034950.0,84.57,10743300000.0,14164400000.0,17097500000.0,30450900000.0,109600000.0,109600000.0,10743300000.0,10743300000.0,10743300000.0,10743300000.0,10743300000.0,10743300000.0,-100100000.0,-100100000.0,16829600000.0,10538520844.835928,17868000000.0,12582900000.0,96604700000.0,313800000.0,5931800000.0,0.0,14054800000.0,66153800000.0,2933100000.0,63120844.835928,3311500000.0,0.235613,84021800000.0,96604700000.0,267900000.0,267900000.0
