symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
DLF.NS,2023-03-31,3M,INR,,,7768321000.0,360427000.0,308665000.0,,,5700052000.0,4540672000.0,4901099000.0,6663694000.0,566778000.0,566778000.0,4086000.0,5700052000.0,5700052000.0,5695966000.0,5700052000.0,5700052000.0,5695966000.0,1165509000.0,1165509000.0,5756774000.0,6313397639.560341,1392839000.0,5270855000.0,14432015000.0,-1611056000.0,-4548326000.0,0.0,3973894000.0,7768321000.0,360427000.0,-1195651000.0,-242329360.439659,1125417000.0,0.283203,9161160000.0,14432015000.0,-855675000.0,-855675000.0
DLF.NS,2023-06-30,3M,INR,2474178404.0,2.13,6882600000.0,363600000.0,363600000.0,2474178404.0,2.13,5270000000.0,4582900000.0,4946500000.0,7349700000.0,848500000.0,848500000.0,8900000.0,5270000000.0,5270000000.0,5261100000.0,5270000000.0,5270000000.0,5261100000.0,-848500000.0,-848500000.0,4946500000.0,5270000000.0,3751600000.0,3598100000.0,14232300000.0,984800000.0,1660500000.0,0.0,3734400000.0,6882600000.0,363600000.0,,0.0,1014200000.0,0.271583,10634200000.0,14232300000.0,,
DLF.NS,2023-09-30,3M,INR,2471349206.0,2.52,5797900000.0,369600000.0,369600000.0,2471349206.0,2.52,6227800000.0,5541300000.0,5910900000.0,7678900000.0,901600000.0,901600000.0,8900000.0,6227800000.0,6227800000.0,6218900000.0,6227800000.0,6227800000.0,6218900000.0,-901600000.0,-901600000.0,5910900000.0,6227800000.0,3425000000.0,4253900000.0,13476800000.0,1287400000.0,1815500000.0,0.0,4639700000.0,5797900000.0,369600000.0,,0.0,1122000000.0,0.241826,9222900000.0,13476800000.0,,
DLF.NS,2023-09-30,TTM,INR,2472615962.0,9.05,,,,2472615962.0,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLF.NS,2023-12-31,3M,INR,2477773585.0,2.65,6640500000.0,379500000.0,379500000.0,2477773585.0,2.65,6566100000.0,5952800000.0,6332300000.0,8572000000.0,837400000.0,837400000.0,9000000.0,6566100000.0,6566100000.0,6557100000.0,6566100000.0,6566100000.0,6557100000.0,-837400000.0,-837400000.0,6332300000.0,6566100000.0,3841800000.0,4730200000.0,15212500000.0,1222600000.0,2205400000.0,0.0,5115400000.0,6640500000.0,379500000.0,,0.0,1350400000.0,0.263987,10482300000.0,15212500000.0,,
DLF.NS,2023-12-31,TTM,INR,2474156370.0,9.6,27089321000.0,1473127000.0,1421365000.0,2474156370.0,9.6,23763952000.0,20617672000.0,22090799000.0,30264294000.0,3154278000.0,3154278000.0,30886000.0,23763952000.0,23763952000.0,23733066000.0,23763952000.0,23763952000.0,23733066000.0,-1421991000.0,-1421991000.0,22946474000.0,24393646434.79744,12411239000.0,17853055000.0,57353615000.0,1883744000.0,1133074000.0,0.0,17463394000.0,27089321000.0,1473127000.0,,-225980565.20256,4612017000.0,0.264096,39500560000.0,57353615000.0,-855675000.0,-855675000.0
