symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
PETRONET.NS,2023-03-31,3M,INR,,,128256400000.0,,,6188000000.0,9128400000.0,9128400000.0,10482900000.0,902100000.0,902100000.0,6188000000.0,6188000000.0,6188000000.0,6188000000.0,6188000000.0,6188000000.0,-902100000.0,-902100000.0,9128400000.0,6188000000.0,2943300000.0,7539600000.0,138739300000.0,1313200000.0,2598700000.0,0.0,8226300000.0,128256400000.0,0.0,0.0,2038300000.0,0.247778,131199700000.0,138739300000.0,0.0,0.0
PETRONET.NS,2023-09-30,3M,INR,1501298246.0,5.7,113017200000.0,1501298246.0,5.7,8557400000.0,12143200000.0,12143200000.0,12308500000.0,747000000.0,747000000.0,8557400000.0,8557400000.0,8557400000.0,8557400000.0,8557400000.0,8557400000.0,-747000000.0,-747000000.0,12143200000.0,8557400000.0,2109700000.0,10198800000.0,125325700000.0,1536100000.0,1659300000.0,0.0,11396200000.0,113017200000.0,0.0,0.0,2838800000.0,0.249101,115126900000.0,125325700000.0,0.0,0.0
PETRONET.NS,2023-09-30,TTM,INR,1499899687.0,23.27,,1499899687.0,23.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETRONET.NS,2023-12-31,3M,INR,1499357231.0,8.09,128133500000.0,1499357231.0,8.09,12129800000.0,16665100000.0,16665100000.0,19338600000.0,696700000.0,696700000.0,12129800000.0,12129800000.0,12129800000.0,12129800000.0,12129800000.0,12129800000.0,-696700000.0,-696700000.0,16665100000.0,12129800000.0,4239000000.0,15099600000.0,147472100000.0,1564700000.0,3732200000.0,0.0,15968400000.0,128133500000.0,0.0,0.0,4065400000.0,0.25459,132372500000.0,147472100000.0,0.0,0.0
PETRONET.NS,2023-12-31,TTM,INR,1500538590.0,23.37,474334200000.0,1500538590.0,23.37,35068000000.0,49978600000.0,49978600000.0,53766700000.0,3091300000.0,3091300000.0,35068000000.0,35068000000.0,35068000000.0,35068000000.0,35068000000.0,35068000000.0,-3091300000.0,-3091300000.0,49978600000.0,35068000000.0,11029700000.0,42737000000.0,528100900000.0,5861400000.0,9224400000.0,0.0,46887300000.0,474334200000.0,0.0,0.0,11665300000.0,0.248794,485363900000.0,528100900000.0,0.0,0.0
