symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,InterestExpense,InterestIncome,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NormalizedIncome,OperatingExpense,OperatingRevenue,OtherOperatingExpenses,PretaxIncome,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
INDUSINDBK.NS,2023-03-31,3M,INR,775793470.0,26.34,776678069.0,26.31,20434400000.0,53512500000.0,100207100000.0,20434400000.0,20434400000.0,20434400000.0,0.0,20434400000.0,20434400000.0,20434400000.0,46694600000.0,20434400000.0,30655600000.0,68230600000.0,19126000000.0,27274500000.0,0.0,0.0,6840900000.0,0.250817,68230600000.0,0.0,0.0
INDUSINDBK.NS,2023-06-30,3M,INR,775931337.0,27.38,777066569.0,27.34,21245000000.0,58625400000.0,107296500000.0,21245000000.0,21245000000.0,21245000000.0,0.0,21245000000.0,21245000000.0,21245000000.0,48671100000.0,21245000000.0,32454700000.0,70769300000.0,20102600000.0,28398900000.0,0.0,0.0,7154500000.0,0.251929,70769300000.0,0.0,0.0
INDUSINDBK.NS,2023-09-30,3M,INR,776502116.0,28.36,777873543.0,28.31,22021600000.0,61710500000.0,112477800000.0,22021600000.0,22021600000.0,22021600000.0,0.0,22021600000.0,22021600000.0,22021600000.0,50767300000.0,22021600000.0,34499000000.0,73586300000.0,21121300000.0,29349200000.0,0.0,0.0,7328700000.0,0.249707,73586300000.0,0.0,0.0
INDUSINDBK.NS,2023-09-30,TTM,INR,775851332.0,107.41,777048367.0,107.25,,,,,,,,,,,,,,,,,,,,,,,
INDUSINDBK.NS,2023-12-31,3M,INR,777530405.0,29.6,778846024.0,29.55,23014900000.0,62766200000.0,115722500000.0,23014900000.0,23014900000.0,23014900000.0,0.0,23014900000.0,23014900000.0,23014900000.0,52956300000.0,23014900000.0,36492200000.0,76915500000.0,22584800000.0,30730800000.0,0.0,0.0,7716600000.0,0.251103,76915500000.0,0.0,0.0
INDUSINDBK.NS,2023-12-31,TTM,INR,776369561.0,111.69,777718380.0,111.5,86715978000.0,236614567000.0,435703905000.0,86715978000.0,86715978000.0,86715909000.0,,86715978000.0,86715978000.0,86715909000.0,199089338000.0,86736792929.79024,137114370000.0,286529629000.0,68890196000.0,115753373000.0,-27786000.0,-6971070.209764,29040700000.0,0.250884,286529629000.0,-27786000.0,-27786000.0
