symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,RestructuringAndMergernAcquisition,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
TATACONSUM.NS,2020-03-31,TTM,INR,,,,,,,,,,,1568100000.0,,,,618100000.0,618100000.0,,,,,,,,,,,,,,,,,-103800000.0,,,,,480700000.0,480700000.0,622300000.0,,,,,,,,,,
TATACONSUM.NS,2023-03-31,3M,INR,,,23908800000.0,828600000.0,828600000.0,,,2685900000.0,4777400000.0,5606000000.0,,11045000000.0,276600000.0,276600000.0,,,-209700000.0,2685900000.0,2685900000.0,2895600000.0,2685900000.0,2685900000.0,2895600000.0,1009500000.0,1009500000.0,5467300000.0,2579403497.156061,6756900000.0,4288100000.0,34953800000.0,-961300000.0,-6982400000.0,,0.0,4500800000.0,23908800000.0,828600000.0,,,,8429100000.0,10577500000.0,-1539100000.0,32203497.156061,1045000000.0,0.232181,30665700000.0,34953800000.0,138700000.0,138700000.0
TATACONSUM.NS,2023-06-30,3M,INR,928416422.0,3.41,21633300000.0,819500000.0,819500000.0,928416422.0,3.41,3165900000.0,5156700000.0,5976200000.0,,15778800000.0,262300000.0,262300000.0,,,-211200000.0,3165900000.0,3165900000.0,3377700000.0,3165900000.0,3165900000.0,3377100000.0,-262300000.0,-262300000.0,6027800000.0,3203702819.548872,11148000000.0,4630800000.0,37412100000.0,577500000.0,7371000000.0,,0.0,4894400000.0,21633300000.0,819500000.0,,,,,,-51600000.0,-13797180.451128,1308700000.0,0.267387,32781300000.0,37412100000.0,-51600000.0,-51600000.0
TATACONSUM.NS,2023-09-30,3M,INR,929230769.0,3.64,21469100000.0,939300000.0,939300000.0,929230769.0,3.64,3382400000.0,5184400000.0,6123700000.0,,15868700000.0,275600000.0,275600000.0,,,-256800000.0,3382400000.0,3382400000.0,3639200000.0,3382400000.0,3382400000.0,3639200000.0,-275600000.0,-275600000.0,6269200000.0,3488863270.045632,11437100000.0,4431600000.0,37337800000.0,898300000.0,7456300000.0,,0.0,4908800000.0,21469100000.0,939300000.0,,,,,,-145500000.0,-39036729.954368,1317000000.0,0.268294,32906200000.0,37337800000.0,-145500000.0,-145500000.0
TATACONSUM.NS,2023-09-30,TTM,INR,928608271.0,13.74,,,,928608271.0,13.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATACONSUM.NS,2023-12-31,3M,INR,929566667.0,3.0,21377900000.0,855100000.0,855100000.0,929566667.0,3.0,2788700000.0,4549300000.0,5404400000.0,,16661300000.0,331900000.0,331900000.0,,,-226400000.0,2788700000.0,2788700000.0,3015100000.0,2788700000.0,2788700000.0,3015100000.0,-331900000.0,-331900000.0,6319700000.0,3473493021.766965,11792600000.0,4868700000.0,38039200000.0,595900000.0,7763200000.0,,0.0,4217400000.0,21377900000.0,855100000.0,,,,,,-915300000.0,-230506978.233035,1062100000.0,0.251838,33170500000.0,38039200000.0,-915300000.0,-915300000.0
TATACONSUM.NS,2023-12-31,TTM,INR,928749977.0,12.95,88389100000.0,3442500000.0,3442500000.0,928749977.0,12.95,12022900000.0,19667800000.0,23110300000.0,,59353800000.0,1146400000.0,1146400000.0,,,-904100000.0,12022900000.0,12022900000.0,12927000000.0,12022900000.0,12022900000.0,12927000000.0,139700000.0,139700000.0,24084000000.0,12747789037.545757,41134600000.0,18219200000.0,147742900000.0,1110400000.0,9039000000.0,,0.0,18521400000.0,88389100000.0,3442500000.0,,,,,,-2651500000.0,-248810962.454242,4732800000.0,0.255531,129523700000.0,147742900000.0,-973700000.0,-973700000.0
