symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,InterestExpense,InterestIncome,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NormalizedIncome,OperatingExpense,OperatingRevenue,OtherOperatingExpenses,PretaxIncome,RentAndLandingFees,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
BANDHANBNK.NS,2023-03-31,3M,INR,,,,,8082903000.0,17964768000.0,42682509000.0,8082903000.0,8082903000.0,8082918000.000004,0.0,8082903000.0,8082903000.0,8082918000.000004,24717741000.0,8086393303.439153,13129123000.0,30947305000.0,-594227000.0,10608776000.000004,,-4581000.0,-1090696.560847,2525858000.0,0.238091,30947305000.0,-4581000.0,-4581000.0
BANDHANBNK.NS,2023-06-30,3M,INR,1609494643.0,4.48,1609494643.0,4.48,7210536000.0,20322924000.0,45229129000.0,7210536000.0,7210536000.0,7210536000.0,0.0,7210536000.0,7210536000.0,7210536000.0,24906205000.0,7210536000.0,13134377000.0,28757367000.0,4337524000.0,9602116000.0,679812000.0,0.0,0.0,2391580000.0,0.249068,28757367000.0,0.0,0.0
BANDHANBNK.NS,2023-09-30,3M,INR,1613346309.0,4.47,1613346309.0,4.47,7211658000.0,20485706000.0,44919348000.0,7211658000.0,7211658000.0,7211658000.0,0.0,7211658000.0,7211658000.0,7211658000.0,24433642000.0,7211658000.0,14002184000.0,29836181000.0,5379262000.0,9472474000.0,,0.0,0.0,2260816000.0,0.238672,29836181000.0,0.0,0.0
BANDHANBNK.NS,2023-09-30,TTM,INR,1610799837.0,15.77,1611078194.0,15.77,,,,,,,,,,,,,,,,,,,,,,,,
BANDHANBNK.NS,2023-12-31,3M,INR,1610368352.0,4.55,1610368352.0,4.55,7327176000.0,21400749000.0,46654301000.0,7327176000.0,7327176000.0,7327176000.0,0.0,7327176000.0,7327176000.0,7327176000.0,25253552000.0,7327176000.0,14152144000.0,30705201000.0,4423987000.0,9712991000.0,740915000.0,0.0,0.0,2385815000.0,0.245631,30705201000.0,0.0,0.0
BANDHANBNK.NS,2023-12-31,TTM,INR,1611488326.0,18.51,1611766683.0,18.51,29832273000.0,80174147000.0,179485287000.0,29832273000.0,29832273000.0,29832288000.000004,,29832273000.0,29832273000.0,29832288000.000004,99311140000.0,29835741892.093956,54417828000.0,120246054000.0,14565048000.0,39396357000.00001,3229852000.0,,-1112107.906043,9564069000.0,0.242765,120246054000.0,-4581000.0,-4581000.0
