symbol,asOfDate,periodType,currencyCode,Amortization,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,InterestExpense,InterestExpenseNonOperating,InterestIncome,InterestIncomeNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentAndLandingFees,RentExpenseSupplemental,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
JUBLFOOD.NS,2020-03-31,TTM,INR,131068000.0,,,,,,,,,,,2211831000.0,,,,454367000.0,454367000.0,,,,,,,,,,,,,,,,,320399000.0,,,,,837264000.0,837264000.0,3682729000.0,5894560000.0,,,,,,,,
JUBLFOOD.NS,2023-03-31,3M,INR,,,,4645658000.0,1315483000.0,1083833000.0,,,285544000.0,1062810000.0,2378293000.0,,7853023000.0,528682000.0,528682000.0,,,4000.0,285544000.0,285544000.0,285540000.0,285544000.0,285544000.0,285540000.0,-261392000.0,-261392000.0,2413683000.0,310317000.0,6568336000.0,1284687000.0,12498681000.0,-143332000.0,-3871167000.0,,0.0,534128000.0,4645658000.0,1315483000.0,,,,,-108950000.0,-10617000.0,248588000.0,0.3,11213994000.0,12498681000.0,-35390000.0,-35390000.0
JUBLFOOD.NS,2023-06-30,3M,INR,,657204545.0,0.44,5759680000.0,1357230000.0,1357230000.0,657204545.0,0.44,289170000.0,1086300000.0,2443530000.0,,7585740000.0,543110000.0,543110000.0,,,0.0,289170000.0,289170000.0,289170000.0,289170000.0,289170000.0,289170000.0,-543110000.0,-543110000.0,2443530000.0,289170000.0,6184640000.0,1401100000.0,13345420000.0,93370000.0,4827410000.0,,0.0,543190000.0,5759680000.0,1357230000.0,,,,,,0.0,254020000.0,0.3,11944320000.0,13345420000.0,,
JUBLFOOD.NS,2023-09-30,3M,INR,,661238095.0,1.47,5854190000.0,1418760000.0,1418760000.0,661238095.0,1.47,972020000.0,1773750000.0,3192510000.0,,7832130000.0,568440000.0,568440000.0,,,0.0,972020000.0,972020000.0,972020000.0,972020000.0,972020000.0,972020000.0,-568440000.0,-568440000.0,3192510000.0,972020000.0,6479050000.0,1353080000.0,13686320000.0,70610000.0,5060290000.0,,0.0,1205310000.0,5854190000.0,1418760000.0,,,,,,0.0,233290000.0,0.193552,12333240000.0,13686320000.0,,
JUBLFOOD.NS,2023-09-30,TTM,INR,,659887488.0,3.56,,,,659887488.0,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUBLFOOD.NS,2023-12-31,3M,INR,,657090000.0,1.0,5842610000.0,1515050000.0,1515050000.0,657090000.0,1.0,657090000.0,1482740000.0,2997790000.0,,7938560000.0,624340000.0,624340000.0,,,0.0,657090000.0,657090000.0,657090000.0,657090000.0,657090000.0,657090000.0,-624340000.0,-624340000.0,2997790000.0,657090000.0,6652480000.0,1286080000.0,13781170000.0,41560000.0,5137430000.0,,0.0,858400000.0,5842610000.0,1515050000.0,,,,,,0.0,201310000.0,0.234518,12495090000.0,13781170000.0,,
JUBLFOOD.NS,2023-12-31,TTM,INR,,659358542.0,3.34,22102140000.0,5606520000.0,5374870000.0,659358542.0,3.34,2203820000.0,5405600000.0,11012120000.0,,31209450000.0,2264570000.0,2264570000.0,,,0.0,2203820000.0,2203820000.0,2203820000.0,2203820000.0,2203820000.0,2203820000.0,-1997280000.0,-1997280000.0,11047510000.0,2228650450.457334,25884500000.0,5324950000.0,53311590000.0,62210000.0,11153960000.0,,0.0,3141030000.0,22102140000.0,5606520000.0,,,,,,-10559549.542666,937210000.0,0.298377,47986640000.0,53311590000.0,-35390000.0,-35390000.0
