symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
TATAELXSI.NS,2023-03-31,3M,INR,,,4850467000.0,210788000.0,210788000.0,,,2015161000.0,2539715000.0,2750503000.0,3528731000.0,37559000.0,37559000.0,2015161000.0,2015161000.0,2015161000.0,2015161000.0,2015161000.0,2015161000.0,479490000.0,479490000.0,2750503000.0,2015161000.0,1160770000.0,2367961000.0,8379198000.0,-363449000.0,-1597867000.0,0.0,2502156000.0,4850467000.0,210788000.0,0.0,486995000.0,0.19463,6011237000.0,8379198000.0,,
TATAELXSI.NS,2023-06-30,3M,INR,62286511.0,30.32,5006121000.0,214105000.0,214105000.0,62286511.0,30.32,1888527000.0,2522614000.0,2736719000.0,3496596000.0,39231000.0,39231000.0,1888527000.0,1888527000.0,1888527000.0,1888527000.0,1888527000.0,1888527000.0,-39231000.0,-39231000.0,2736719000.0,1888527000.0,1196076000.0,2300520000.0,8502717000.0,222094000.0,981971000.0,0.0,2483383000.0,5006121000.0,214105000.0,0.0,594856000.0,0.239535,6202197000.0,8502717000.0,,
TATAELXSI.NS,2023-09-30,3M,INR,62272229.0,32.12,5271884000.0,250087000.0,250087000.0,62272229.0,32.12,2000184000.0,2696680000.0,2946767000.0,3545097000.0,58122000.0,58122000.0,2000184000.0,2000184000.0,2000184000.0,2000184000.0,2000184000.0,2000184000.0,-58122000.0,-58122000.0,2946767000.0,2000184000.0,1159720000.0,2385377000.0,8816981000.0,253243000.0,909633000.0,0.0,2638558000.0,5271884000.0,250087000.0,0.0,638374000.0,0.24194,6431604000.0,8816981000.0,,
TATAELXSI.NS,2023-09-30,TTM,INR,62279986.0,126.05,,,,62279986.0,126.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAELXSI.NS,2023-12-31,3M,INR,62272217.0,33.15,5403075000.0,254498000.0,254498000.0,62291008.0,33.14,2064324000.0,2796260000.0,3050758000.0,3739250000.0,55528000.0,55528000.0,2064324000.0,2064324000.0,2064324000.0,2064324000.0,2064324000.0,2064324000.0,-55528000.0,-55528000.0,3050758000.0,2064324000.0,1292290000.0,2446960000.0,9142325000.0,349300000.0,1037792000.0,0.0,2740732000.0,5403075000.0,254498000.0,0.0,676408000.0,0.246798,6695365000.0,9142325000.0,,
TATAELXSI.NS,2023-12-31,TTM,INR,62278593.0,127.94,20531547000.0,929478000.0,929478000.0,62283480.0,127.93,7968196000.0,10555269000.0,11484747000.0,14309674000.0,190440000.0,190440000.0,7968196000.0,7968196000.0,7968196000.0,7968196000.0,7968196000.0,7968196000.0,326609000.0,326609000.0,11513231000.0,7990093717.257468,4808856000.0,9500818000.0,34841221000.0,467983000.0,1331529000.0,0.0,10364829000.0,20531547000.0,929478000.0,-6586282.742532,2396633000.0,0.231227,25340403000.0,34841221000.0,-28484000.0,-28484000.0
