symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
SYNGENE.NS,2023-03-31,3M,INR,,,2938000000.0,956000000.0,898000000.0,,,1788000000.0,2306000000.0,3262000000.0,5879000000.0,-3000000.0,-3000000.0,1788000000.0,1788000000.0,1788000000.0,1788000000.0,1788000000.0,1788000000.0,606000000.0,606000000.0,3241000000.0,1771738414.898224,3567000000.0,2312000000.0,8817000000.0,228000000.0,26000000.0,0.0,2309000000.0,2938000000.0,956000000.0,,-85000000.0,4738414.898224,521000000.0,0.225639,6505000000.0,8817000000.0,21000000.0,21000000.0
SYNGENE.NS,2023-06-30,3M,INR,400858369.0,2.33,2228000000.0,1021000000.0,1021000000.0,402586207.0,2.32,934000000.0,1334000000.0,2355000000.0,5853000000.0,105000000.0,105000000.0,934000000.0,934000000.0,934000000.0,934000000.0,934000000.0,934000000.0,-105000000.0,-105000000.0,2355000000.0,934000000.0,4600000000.0,1253000000.0,8081000000.0,236000000.0,1425000000.0,0.0,1229000000.0,2228000000.0,1021000000.0,,,0.0,295000000.0,0.240033,6828000000.0,8081000000.0,,
SYNGENE.NS,2023-09-30,3M,INR,401724138.0,2.9,2672000000.0,1046000000.0,1046000000.0,401724138.0,2.9,1165000000.0,1637000000.0,2683000000.0,6429000000.0,130000000.0,130000000.0,1165000000.0,1165000000.0,1165000000.0,1165000000.0,1165000000.0,1165000000.0,-130000000.0,-130000000.0,2757000000.0,1222206370.272064,4755000000.0,1674000000.0,9101000000.0,216000000.0,1454000000.0,0.0,1507000000.0,2672000000.0,1046000000.0,74000000.0,-74000000.0,-16793629.727936,342000000.0,0.226941,7427000000.0,9101000000.0,-74000000.0,-74000000.0
SYNGENE.NS,2023-09-30,TTM,INR,400990794.0,12.43,,,,402958549.0,12.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYNGENE.NS,2023-12-31,3M,INR,401079137.0,2.78,2374000000.0,1081000000.0,1081000000.0,402527076.0,2.77,1115000000.0,1490000000.0,2571000000.0,6161000000.0,108000000.0,108000000.0,1115000000.0,1115000000.0,1115000000.0,1115000000.0,1115000000.0,1115000000.0,-108000000.0,-108000000.0,2608000000.0,1144851664.254703,4803000000.0,1358000000.0,8535000000.0,293000000.0,1513000000.0,0.0,1382000000.0,2374000000.0,1081000000.0,37000000.0,-37000000.0,-7148335.745297,267000000.0,0.193198,7177000000.0,8535000000.0,-37000000.0,-37000000.0
SYNGENE.NS,2023-12-31,TTM,INR,400756897.0,12.48,10212000000.0,4104000000.0,4046000000.0,401915272.0,12.44,5002000000.0,6767000000.0,10871000000.0,24322000000.0,340000000.0,340000000.0,5002000000.0,5002000000.0,5002000000.0,5002000000.0,5002000000.0,5002000000.0,263000000.0,263000000.0,10961000000.0,5072045122.140968,17725000000.0,6597000000.0,34534000000.0,,4418000000.0,0.0,6427000000.0,10212000000.0,4104000000.0,,-196000000.0,-19954877.859032,1425000000.0,0.221721,27937000000.0,34534000000.0,-90000000.0,-90000000.0
