symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,DepreciationAndAmortizationInIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,InterestExpense,InterestExpenseNonOperating,InterestIncome,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedIncome,OperatingRevenue,OtherIncomeExpense,OtherOperatingExpenses,PretaxIncome,ReconciledDepreciation,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
ABCAPITAL.NS,2023-03-31,3M,INR,,,660100000.0,,,6086500000.0,23125900000.0,14804400000.0,14804400000.0,35193100000.0,-271300000.0,6086500000.0,6086500000.0,6357800000.0,6086500000.0,6086500000.0,6357800000.0,-14804400000.0,-14804400000.0,6086500000.0,99652800000.0,55400000.0,36965200000.0,8321500000.0,660100000.0,0.0,1963700000.0,0.235979,91331300000.0,99652800000.0,,
ABCAPITAL.NS,2023-06-30,3M,INR,2420746269.0,2.68,643000000.0,2438947368.0,2.66,6487600000.0,25853400000.0,16738200000.0,16738200000.0,39128300000.0,-169400000.0,6487600000.0,6487600000.0,6657000000.0,6487600000.0,6487600000.0,6657000000.0,-16738200000.0,-16738200000.0,6487600000.0,67349600000.0,63300000.0,2427700000.0,9115200000.0,643000000.0,0.0,2458200000.0,0.269681,58234400000.0,67349600000.0,,
ABCAPITAL.NS,2023-09-30,3M,INR,2601660517.0,2.71,687400000.0,2621003717.0,2.69,7050500000.0,28389900000.0,18300600000.0,18300600000.0,41663600000.0,-197300000.0,7050500000.0,7050500000.0,7247800000.0,7050500000.0,7050500000.0,7247800000.0,-18300600000.0,-18300600000.0,7050500000.0,73720900000.0,35800000.0,2775500000.0,10089300000.0,687400000.0,0.0,2841500000.0,0.281635,63631600000.0,73720900000.0,,
ABCAPITAL.NS,2023-09-30,TTM,INR,2465114529.0,21.43,,2483990615.0,21.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCAPITAL.NS,2023-12-31,3M,INR,2599858657.0,2.83,771000000.0,2618362989.0,2.81,7357600000.0,30523000000.0,20025300000.0,20025300000.0,45098700000.0,-245400000.0,7357600000.0,7357600000.0,7603000000.0,7357600000.0,7357600000.0,7603000000.0,-20025300000.0,-20025300000.0,7357600000.0,84517700000.0,70200000.0,3321400000.0,10497700000.0,771000000.0,0.0,2894700000.0,0.275746,74020000000.0,84517700000.0,,
ABCAPITAL.NS,2023-12-31,TTM,INR,2511246291.0,10.73,2761500000.0,2531609168.0,10.63,26982200000.0,107892200000.0,69868500000.0,69868500000.0,160270000000.0,-883400000.0,26982200000.0,26982200000.0,27865600000.0,26982200000.0,26982200000.0,27865600000.0,-69868500000.0,-69868500000.0,26987036798.102238,324427300000.0,224700000.0,44676100000.0,38023700000.0,2761500000.0,-1763201.897764,10158100000.0,0.267152,286403600000.0,324427300000.0,-6600000.0,-6600000.0
