symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RentExpenseSupplemental,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
PRESTIGE.NS,2023-03-31,3M,INR,,,13539000000.0,1679000000.0,1679000000.0,,,4684000000.0,7899000000.0,9578000000.0,11783000000.0,1695000000.0,1695000000.0,-370000000.0,4684000000.0,4684000000.0,5054000000.0,4684000000.0,4684000000.0,5054000000.0,-884000000.0,-884000000.0,6591000000.0,2250683107.672469,6580000000.0,5203000000.0,25322000000.0,-1319000000.0,-2004000000.0,0.0,6204000000.0,13539000000.0,1679000000.0,-4000000.0,331000000.0,553683107.672469,1150000000.0,0.185364,20119000000.0,25322000000.0,2987000000.0,2987000000.0
PRESTIGE.NS,2023-06-30,3M,INR,400750751.0,6.66,5763000000.0,1655000000.0,1655000000.0,400750751.0,6.66,2669000000.0,6423000000.0,8078000000.0,11046000000.0,2382000000.0,2382000000.0,-509000000.0,2669000000.0,2669000000.0,3178000000.0,2669000000.0,2669000000.0,3178000000.0,-2382000000.0,-2382000000.0,8078000000.0,2669000000.0,7434000000.0,3612000000.0,16809000000.0,2854000000.0,4058000000.0,0.0,4041000000.0,5763000000.0,1655000000.0,,0.0,0.0,863000000.0,0.213561,13197000000.0,16809000000.0,0.0,0.0
PRESTIGE.NS,2023-09-30,3M,INR,400989632.0,21.22,10338000000.0,1741000000.0,1741000000.0,400989632.0,21.22,8509000000.0,14306000000.0,16047000000.0,12026000000.0,2639000000.0,2639000000.0,-594000000.0,8509000000.0,8509000000.0,9103000000.0,8509000000.0,8509000000.0,9103000000.0,-2639000000.0,-2639000000.0,16047000000.0,8509000000.0,7842000000.0,4184000000.0,22364000000.0,10196000000.0,4408000000.0,0.0,11667000000.0,10338000000.0,1741000000.0,,0.0,0.0,2564000000.0,0.219765,18180000000.0,22364000000.0,0.0,0.0
PRESTIGE.NS,2023-09-30,TTM,INR,400863901.0,42.75,,,,400863901.0,42.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE.NS,2023-12-31,3M,INR,401034483.0,2.9,5212000000.0,1797000000.0,1797000000.0,401034483.0,2.9,1163000000.0,5302000000.0,7099000000.0,12746000000.0,2932000000.0,2932000000.0,-484000000.0,1163000000.0,1163000000.0,1647000000.0,1163000000.0,1163000000.0,1647000000.0,-2932000000.0,-2932000000.0,7099000000.0,1163000000.0,9028000000.0,3718000000.0,17958000000.0,1747000000.0,5315000000.0,0.0,2370000000.0,5212000000.0,1797000000.0,,0.0,0.0,723000000.0,0.305063,14240000000.0,17958000000.0,0.0,0.0
PRESTIGE.NS,2023-12-31,TTM,INR,400933227.0,42.46,36137000000.0,6872000000.0,6872000000.0,400933227.0,42.46,17025000000.0,33930000000.0,40802000000.0,46316000000.0,9648000000.0,9648000000.0,-1957000000.0,17025000000.0,17025000000.0,18982000000.0,17025000000.0,17025000000.0,18982000000.0,-8837000000.0,-8837000000.0,37815000000.0,14689968536.364386,29599000000.0,16717000000.0,82453000000.0,13478000000.0,10492000000.0,0.0,24282000000.0,36137000000.0,6872000000.0,,331000000.0,651968536.364385,5300000000.0,0.218269,65736000000.0,82453000000.0,2987000000.0,2987000000.0
