symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
GMRINFRA.NS,2023-03-31,3M,INR,,,11836900000.0,,,-4414700000.0,728900000.0,728900000.0,7109300000.0,6733500000.0,6733500000.0,1952700000.0,-4414700000.0,-4414700000.0,-6367400000.0,0.0,-4414700000.0,-4414700000.0,-6367400000.0,-6733500000.0,-6733500000.0,1110700000.0,-4147440000.0,,-11151200000.0,18946200000.0,12133900000.0,,0.0,-6004600000.0,11836900000.0,-381800000.0,-114540000.0,362800000.0,0.3,30097400000.0,18946200000.0,-381800000.0,-381800000.0
GMRINFRA.NS,2023-06-30,3M,INR,5960000000.0,-0.05,11371300000.0,5960000000.0,-0.05,-298000000.0,7062700000.0,7062700000.0,8805000000.0,5938300000.0,5938300000.0,-466400000.0,-298000000.0,-298000000.0,154500000.0,13900000.0,-298000000.0,-311900000.0,168400000.0,-5938300000.0,-5938300000.0,6301500000.0,-844740000.0,3907800000.0,4897200000.0,20176300000.0,1085200000.0,3907800000.0,0.0,1124400000.0,11371300000.0,761200000.0,228360000.0,969900000.0,0.3,15279100000.0,20176300000.0,761200000.0,761200000.0
GMRINFRA.NS,2023-09-30,3M,INR,6068666667.0,-0.15,12941100000.0,6068666667.0,-0.15,-910300000.0,5603300000.0,5603300000.0,7693900000.0,6958200000.0,6958200000.0,993200000.0,-910300000.0,-910300000.0,-1903500000.0,0.0,-910300000.0,-910300000.0,-1903500000.0,-6958200000.0,-6958200000.0,5916900000.0,-690780000.0,4157200000.0,3536700000.0,20635000000.0,988800000.0,4157200000.0,0.0,-1354900000.0,12941100000.0,-313600000.0,-94080000.0,548600000.0,0.3,17098300000.0,20635000000.0,-313600000.0,-313600000.0
GMRINFRA.NS,2023-09-30,TTM,INR,6044000000.0,-0.62,,6044000000.0,-0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMRINFRA.NS,2023-12-31,3M,INR,5989811321.0,-0.53,13938200000.0,5989811321.0,-0.53,-3174600000.0,3923900000.0,3923900000.0,8328300000.0,8572000000.0,8572000000.0,1689400000.0,-3174600000.0,-3174600000.0,-4864000000.0,0.0,-3174600000.0,-3174600000.0,-4864000000.0,-8572000000.0,-8572000000.0,4228200000.0,-2961590000.0,5552000000.0,2776300000.0,22266500000.0,1240100000.0,5552000000.0,0.0,-4648100000.0,13938200000.0,-304300000.0,-91290000.0,215900000.0,0.3,19490200000.0,22266500000.0,-304300000.0,-304300000.0
GMRINFRA.NS,2023-12-31,TTM,INR,5904882553.0,-1.46,50448800000.0,5904882553.0,-1.46,-8797600000.0,17014200000.0,17014200000.0,31722200000.0,27829100000.0,27829100000.0,4168900000.0,-8797600000.0,-8797600000.0,-12918000000.0,-48500000.0,-8797600000.0,-8749100000.0,-12966500000.0,-27829100000.0,-27829100000.0,17252700000.0,-8582150000.0,20826500000.0,10895700000.0,82171000000.0,4389100000.0,20826500000.0,0.0,-10814900000.0,50448800000.0,-238500000.0,-71550000.0,2103100000.0,0.3,71275300000.0,82171000000.0,-238500000.0,-238500000.0
