symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
ADANIGREEN.NS,2020-06-30,TTM,INR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1638179000.0,,,,,,,,,,,,
ADANIGREEN.NS,2023-03-31,3M,INR,,,7260000000.0,3920000000.0,3920000000.0,,,3910000000.0,19200000000.0,23120000000.0,18720000000.0,10620000000.0,10620000000.0,,5080000000.0,3910000000.0,5070000000.0,5080000000.0,5080000000.0,5070000000.0,-6000000000.0,-6000000000.0,19280000000.0,2613986013.986014,2510000000.0,16210000000.0,25980000000.0,-2530000000.0,-2650000000.0,2060000000.0,1170000000.0,8580000000.0,7260000000.0,3920000000.0,-1790000000.0,1373986013.986014,3070000000.0,0.357809,9770000000.0,25980000000.0,3840000000.0,3840000000.0
ADANIGREEN.NS,2023-09-30,3M,INR,1714285714.0,2.17,2180000000.0,4740000000.0,4740000000.0,1714285714.0,2.17,3720000000.0,15780000000.0,20520000000.0,20020000000.0,11650000000.0,11650000000.0,10000000.0,3720000000.0,3720000000.0,3710000000.0,3720000000.0,3720000000.0,3710000000.0,-11650000000.0,-11650000000.0,20680000000.0,3833898305.084746,6550000000.0,13470000000.0,22200000000.0,3690000000.0,1620000000.0,,0.0,4130000000.0,2180000000.0,4740000000.0,-160000000.0,-46101694.915254,1190000000.0,0.288136,8730000000.0,22200000000.0,-160000000.0,-160000000.0
ADANIGREEN.NS,2023-09-30,TTM,INR,1499655438.0,7.51,,,,1499655438.0,7.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIGREEN.NS,2023-12-31,3M,INR,1802816901.0,1.42,4110000000.0,4810000000.0,4810000000.0,1802816901.0,1.42,2560000000.0,14490000000.0,19300000000.0,19000000000.0,12420000000.0,12420000000.0,0.0,2560000000.0,2560000000.0,2560000000.0,2560000000.0,2560000000.0,2560000000.0,-12420000000.0,-12420000000.0,20300000000.0,3231497584.541063,6390000000.0,12610000000.0,23110000000.0,3640000000.0,1350000000.0,,0.0,2070000000.0,4110000000.0,4810000000.0,-1000000000.0,-328502415.458937,680000000.0,0.328502,10500000000.0,23110000000.0,-1000000000.0,-1000000000.0
ADANIGREEN.NS,2023-12-31,TTM,INR,1429183409.0,8.46,14500000000.0,17980000000.0,17980000000.0,1429183409.0,8.46,13410000000.0,67550000000.0,85530000000.0,78460000000.0,48620000000.0,48620000000.0,10000000.0,14580000000.0,13410000000.0,14570000000.0,14580000000.0,14580000000.0,14570000000.0,-44000000000.0,-44000000000.0,83350000000.0,13132424722.662441,21470000000.0,56990000000.0,92960000000.0,7080000000.0,1660000000.0,,1170000000.0,18930000000.0,14500000000.0,17980000000.0,-3450000000.0,732424722.662441,6360000000.0,0.335975,35970000000.0,92960000000.0,2180000000.0,2180000000.0
