symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
HINDPETRO.NS,2023-03-31,3M,INR,,,993095500000.0,,,36083200000.0,52499900000.0,52499900000.0,83559600000.0,5371200000.0,5371200000.0,36083200000.0,36083200000.0,36083200000.0,36083200000.0,36083200000.0,36083200000.0,-5371200000.0,-5371200000.0,52499900000.0,36083200000.0,44640500000.0,38919100000.0,1076655100000.0,5782600000.0,40432900000.0,0.0,47128700000.0,993095500000.0,0.0,0.0,11045500000.0,0.234369,1037736000000.0,1076655100000.0,0.0,0.0
HINDPETRO.NS,2023-06-30,3M,INR,1418641225.0,47.69,983497700000.0,1418641225.0,47.69,67655000000.0,95733700000.0,95733700000.0,133362300000.0,6268200000.0,6268200000.0,67655000000.0,67655000000.0,67655000000.0,67655000000.0,67655000000.0,67655000000.0,-6268200000.0,-6268200000.0,95733700000.0,67655000000.0,50620600000.0,82741700000.0,1116860000000.0,4690000000.0,45834600000.0,0.0,89465500000.0,983497700000.0,0.0,0.0,21810500000.0,0.243787,1034118300000.0,1116860000000.0,0.0,0.0
HINDPETRO.NS,2023-09-30,3M,INR,1418442064.0,41.08,840070500000.0,1418442064.0,41.08,58269600000.0,80330500000.0,80330500000.0,113642200000.0,5900500000.0,5900500000.0,58269600000.0,58269600000.0,58269600000.0,58269600000.0,58269600000.0,58269600000.0,-5900500000.0,-5900500000.0,80330500000.0,58269600000.0,43715200000.0,69927000000.0,953712700000.0,3414000000.0,39088900000.0,0.0,74430000000.0,840070500000.0,0.0,0.0,16160400000.0,0.217122,883785700000.0,953712700000.0,0.0,0.0
HINDPETRO.NS,2023-09-30,TTM,INR,1418500353.0,117.34,,1418500353.0,117.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HINDPETRO.NS,2023-12-31,3M,INR,1417176938.0,5.03,1050895200000.0,1417176938.0,5.03,7128400000.0,16059400000.0,16059400000.0,58010700000.0,6195000000.0,6195000000.0,7128400000.0,7128400000.0,7128400000.0,7128400000.0,7128400000.0,7128400000.0,-6195000000.0,-6195000000.0,16059400000.0,7128400000.0,49861000000.0,8149700000.0,1108905900000.0,5290300000.0,45906300000.0,0.0,9864400000.0,1050895200000.0,0.0,0.0,2736000000.0,0.277361,1100756200000.0,1108905900000.0,0.0,0.0
HINDPETRO.NS,2023-12-31,TTM,INR,1418352223.0,119.23,3867558900000.0,1418352223.0,119.23,169136200000.0,244623500000.0,244623500000.0,388574800000.0,23734900000.0,23734900000.0,169136200000.0,169136200000.0,169136200000.0,169136200000.0,169136200000.0,169136200000.0,-23734900000.0,-23734900000.0,244623500000.0,169136200000.0,206476500000.0,182098300000.0,4256133700000.0,20481700000.0,188901900000.0,0.0,220888600000.0,3867558900000.0,0.0,0.0,51752400000.0,0.234292,4074035400000.0,4256133700000.0,0.0,0.0
