symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
ADANIPORTS.NS,2023-03-31,3M,INR,,,30868600000.0,,,11588800000.0,16376000000.0,16376000000.0,24757200000.0,7181300000.0,7181300000.0,179100000.0,11588800000.0,11588800000.0,11409700000.0,11588800000.0,11588800000.0,11409700000.0,4897400000.0,4897400000.0,26914800000.0,18965960000.0,-463600000.0,25220800000.0,55625800000.0,-10455100000.0,-2605600000.0,0.0,9194700000.0,30868600000.0,-12130600000.0,-3161640000.0,-2215000000.0,0.3,30405000000.0,55625800000.0,-10538800000.0,-10538800000.0
ADANIPORTS.NS,2023-06-30,3M,INR,2160081716.0,9.79,14511100000.0,2160081716.0,9.79,21147200000.0,31968800000.0,31968800000.0,47964400000.0,7061400000.0,7061400000.0,-46600000.0,21147200000.0,21147200000.0,21193800000.0,21147200000.0,21147200000.0,21193800000.0,-7061400000.0,-7061400000.0,31234300000.0,20522211197.47545,19923700000.0,28040700000.0,62475500000.0,3836800000.0,19923700000.0,0.0,24907400000.0,14511100000.0,0.0,109511197.475449,3713600000.0,0.149096,34434800000.0,62475500000.0,734500000.0,734500000.0
ADANIPORTS.NS,2023-09-30,3M,INR,2160506799.0,8.09,14523900000.0,2160506799.0,8.09,17478500000.0,32359800000.0,32359800000.0,51940200000.0,7153000000.0,7153000000.0,-137800000.0,17478500000.0,17478500000.0,17616300000.0,17478500000.0,17478500000.0,17616300000.0,-7153000000.0,-7153000000.0,30407800000.0,16114303925.92475,22880200000.0,29060000000.0,66464100000.0,3054500000.0,22880200000.0,0.0,25206800000.0,14523900000.0,0.0,587803925.92475,7590500000.0,0.301129,37404100000.0,66464100000.0,1952000000.0,1952000000.0
ADANIPORTS.NS,2023-09-30,TTM,INR,2160397828.0,29.33,,2160397828.0,29.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADANIPORTS.NS,2023-12-31,3M,INR,2160870841.0,10.22,14637700000.0,2160870841.0,10.22,22084100000.0,34277300000.0,34277300000.0,54563300000.0,6864000000.0,6864000000.0,-2000000.0,22084100000.0,22084100000.0,22082100000.0,22084100000.0,22084100000.0,22082100000.0,-6864000000.0,-6864000000.0,37172100000.0,24415933930.245537,22557000000.0,32006300000.0,69201000000.0,5068500000.0,22557000000.0,0.0,27413300000.0,14637700000.0,0.0,-562966069.754462,5331200000.0,0.194475,37194700000.0,69201000000.0,-2894800000.0,-2894800000.0
ADANIPORTS.NS,2023-12-31,TTM,INR,2160593120.0,33.46,74541300000.0,2160593120.0,33.46,72298600000.0,114981900000.0,114981900000.0,179225100000.0,28259700000.0,28259700000.0,-3300000.0,72298600000.0,72298600000.0,72301900000.0,72298600000.0,72298600000.0,72301900000.0,-16181000000.0,-16181000000.0,125729000000.0,81258655781.44926,64897300000.0,114327800000.0,253766400000.0,1504700000.0,62755300000.0,0.0,86722200000.0,74541300000.0,-12130600000.0,-1787044218.550729,14420300000.0,0.166282,139438600000.0,253766400000.0,-10747100000.0,-10747100000.0
