symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherSpecialCharges,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
JSWENERGY.NS,2023-03-31,3M,INR,,,19510000000.0,2913400000.0,2562300000.0,,,2720500000.0,4784800000.0,7698200000.0,6993500000.0,1278300000.0,1278300000.0,-99800000.0,2720500000.0,2720500000.0,2820300000.0,2720500000.0,2720500000.0,2820300000.0,-210500000.0,-210500000.0,7931900000.0,2908466379.580779,612100000.0,6381400000.0,26503500000.0,-2879700000.0,-4357000000.0,1201500000.0,0.0,3506500000.0,19510000000.0,2913400000.0,-1389800000.0,-45733620.419221,686200000.0,0.195694,20122100000.0,26503500000.0,-233700000.0,-233700000.0
JSWENERGY.NS,2023-09-30,3M,INR,1641235521.0,5.18,10586000000.0,4086800000.0,4086800000.0,1644410058.0,5.17,8501600000.0,16055600000.0,20142400000.0,22008200000.0,5137000000.0,5137000000.0,-66300000.0,8501600000.0,8501600000.0,8567900000.0,8501600000.0,8501600000.0,8567900000.0,-5137000000.0,-5137000000.0,20142400000.0,8501600000.0,7291200000.0,14717000000.0,32594200000.0,1279400000.0,2340200000.0,,0.0,10918600000.0,10586000000.0,4086800000.0,0.0,0.0,2350700000.0,0.215293,17877200000.0,32594200000.0,0.0,0.0
JSWENERGY.NS,2023-09-30,TTM,INR,1641433103.0,9.7,,,,1644668719.0,9.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSWENERGY.NS,2023-12-31,3M,INR,1640638298.0,1.41,10679100000.0,4000600000.0,4000600000.0,1640638298.0,1.41,2313300000.0,8309900000.0,12310500000.0,14748600000.0,5208200000.0,5208200000.0,-9100000.0,2313300000.0,2313300000.0,2322400000.0,2313300000.0,2313300000.0,2322400000.0,-5208200000.0,-5208200000.0,12310500000.0,2313300000.0,7641300000.0,7107300000.0,25427700000.0,1186400000.0,2711700000.0,,0.0,3101700000.0,10679100000.0,4000600000.0,0.0,0.0,779300000.0,0.251249,18320400000.0,25427700000.0,0.0,0.0
JSWENERGY.NS,2023-12-31,TTM,INR,1640808857.0,10.02,54588100000.0,14980200000.0,14629100000.0,1643897691.0,10.0,16434200000.0,38266600000.0,53246800000.0,59215800000.0,16480200000.0,16480200000.0,-179900000.0,16434200000.0,16434200000.0,16614100000.0,16434200000.0,16434200000.0,16614100000.0,-15412400000.0,-15412400000.0,53480500000.0,16612417381.944698,22768700000.0,36447100000.0,113803900000.0,439800000.0,3022000000.0,,0.0,21786400000.0,54588100000.0,14980200000.0,-1389800000.0,-55482618.055301,5172300000.0,0.23741,77356800000.0,113803900000.0,-233700000.0,-233700000.0
