symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,InterestExpense,InterestIncome,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NormalizedIncome,OperatingExpense,OperatingRevenue,OtherOperatingExpenses,PretaxIncome,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
BANKBARODA.NS,2023-03-31,3M,INR,,,,,52551730000.0,147904589000.0,270773191000.0,-599305000.0,52551730000.0,52551730000.0,53151035000.0,0.0,52551730000.0,52551730000.0,53151035000.0,122868602000.0,52451415100.0,84833535000.0,177232673000.0,-17112046000.0,15365635000.0,143307000.0,42992100.0,19857600000.0,0.3,177232673000.0,143307000.0,143307000.0
BANKBARODA.NS,2023-06-30,3M,INR,5170847851.0,8.61,5170847851.0,8.61,44521000000.0,160603200000.0,280025400000.0,-155300000.0,44521000000.0,44521000000.0,44676300000.0,0.0,44521000000.0,44521000000.0,44676300000.0,119422200000.0,44521000000.0,77619100000.0,172578100000.0,37321400000.0,62174900000.0,0.0,0.0,19152300000.0,0.308039,172578100000.0,0.0,0.0
BANKBARODA.NS,2023-09-30,3M,INR,5169776471.0,8.5,5169776471.0,8.5,43943100000.0,175276900000.0,292627600000.0,-320500000.0,43943100000.0,43943100000.0,44263600000.0,0.0,43943100000.0,43943100000.0,44263600000.0,117350700000.0,43943100000.0,84303800000.0,182383100000.0,44576800000.0,60227700000.0,0.0,0.0,16796700000.0,0.278887,182383100000.0,0.0,0.0
BANKBARODA.NS,2023-09-30,TTM,INR,5169700040.0,35.6,5169700040.0,35.6,,,,,,,,,,,,,,,,,,,,,,,,
BANKBARODA.NS,2023-12-31,3M,INR,5171187905.0,9.26,5171187905.0,9.26,47885200000.0,180020500000.0,300417500000.0,-260600000.0,47885200000.0,47885200000.0,48145800000.0,0.0,47885200000.0,47885200000.0,48145800000.0,120397000000.0,47885200000.0,86531400000.0,170819300000.0,45527700000.0,65262300000.0,0.0,0.0,17779100000.0,0.272425,170819300000.0,0.0,0.0
BANKBARODA.NS,2023-12-31,TTM,INR,5170699197.0,36.53,5170699197.0,36.53,188901030000.0,663805189000.0,1141393391000.0,-1335705000.0,188901030000.0,188901030000.0,190236735000.0,,188901030000.0,188901030000.0,190236735000.0,477588202000.0,188800715100.0,333287835000.0,703013173000.0,110343454000.0,203030535000.0,143307000.0,42992100.0,,0.3,703013173000.0,143307000.0,143307000.0
