symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
SONACOMS.NS,2023-03-31,3M,INR,,,3398000000.0,480970000.0,480970000.0,,,1198110000.0,1544360000.0,2025330000.0,4027870000.0,46210000.0,46210000.0,,1198110000.0,1198110000.0,1198110000.0,1198110000.0,1198110000.0,1198110000.0,-46210000.0,-46210000.0,2059020000.0,1225052780.028702,2508830000.0,1519040000.0,7425870000.0,44690000.0,1572410000.0,0.0,1498150000.0,3398000000.0,480970000.0,,-33690000.0,-6747219.971298,300040000.0,0.200274,5906830000.0,7425870000.0,-33690000.0,-33690000.0
SONACOMS.NS,2023-06-30,3M,INR,586570681.0,1.91,3152860000.0,510560000.0,510560000.0,586570681.0,1.91,1120350000.0,1548430000.0,2058990000.0,4160980000.0,53370000.0,53370000.0,,1120350000.0,1120350000.0,1120360000.0,1120350000.0,1120350000.0,1120350000.0,-53370000.0,-53370000.0,2087420000.0,1141654720.078124,2645600000.0,1515380000.0,7313840000.0,53630000.0,1643710000.0,0.0,1495060000.0,3152860000.0,510560000.0,,-28430000.0,-7125279.921876,374700000.0,0.250625,5798460000.0,7313840000.0,-28430000.0,-28430000.0
SONACOMS.NS,2023-09-30,3M,INR,584183962.0,2.12,3552770000.0,534130000.0,534130000.0,586952607.0,2.11,1238470000.0,1701430000.0,2235560000.0,4321890000.0,60030000.0,60030000.0,-2170000.0,1238470000.0,1238470000.0,1240640000.0,1238470000.0,1238470000.0,1240640000.0,-60030000.0,-60030000.0,2294290000.0,1282860634.336542,2656120000.0,1665770000.0,7874660000.0,61130000.0,1571650000.0,0.0,1641400000.0,3552770000.0,534130000.0,58730000.0,-58730000.0,-14339365.663458,400760000.0,0.244157,6208890000.0,7874660000.0,-58730000.0,-58730000.0
SONACOMS.NS,2023-09-30,TTM,INR,585078893.0,7.91,,,,585945203.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONACOMS.NS,2023-12-31,3M,INR,587212389.0,2.26,3177380000.0,559100000.0,559100000.0,587212389.0,2.26,1327100000.0,1763790000.0,2322890000.0,4640570000.0,73400000.0,73400000.0,-8880000.0,1327100000.0,1327100000.0,1335980000.0,1327100000.0,1327100000.0,1335980000.0,-73400000.0,-73400000.0,2322890000.0,1327100000.0,2874430000.0,1766140000.0,7817950000.0,50070000.0,1583450000.0,0.0,1690390000.0,3177380000.0,559100000.0,0.0,0.0,0.0,354410000.0,0.209662,6051810000.0,7817950000.0,0.0,0.0
SONACOMS.NS,2023-12-31,TTM,INR,585583324.0,8.34,13281010000.0,2084770000.0,2084770000.0,586449634.0,8.33,4884020000.0,6558000000.0,8642770000.0,17151310000.0,233010000.0,233010000.0,,4884020000.0,4884020000.0,4895070000.0,4884020000.0,4884020000.0,4895070000.0,-233010000.0,-233010000.0,8763620000.0,4977548876.646445,10684990000.0,6466320000.0,30432320000.0,209520000.0,6371220000.0,0.0,6324990000.0,13281010000.0,2084770000.0,,-120850000.0,-27321123.353555,1429920000.0,0.226075,23966000000.0,30432320000.0,-120850000.0,-120850000.0
