symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,RestructuringAndMergernAcquisition,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
CUMMINSIND.NS,2019-09-30,TTM,INR,277272003.0,24.86,,,,277272003.0,24.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMMINSIND.NS,2023-03-31,3M,INR,,,14187400000.0,376100000.0,376100000.0,,,3489100000.0,4510600000.0,4886700000.0,4787100000.0,66600000.0,66600000.0,3489100000.0,3489100000.0,3489100000.0,3489100000.0,3489100000.0,3489100000.0,671000000.0,671000000.0,4436200000.0,3135400731.323132,1848800000.0,2938300000.0,18974500000.0,-402600000.0,-219700000.0,0.0,4444000000.0,14187400000.0,376100000.0,0.0,11600000.0,96800731.323132,954900000.0,0.214874,16036200000.0,18974500000.0,450500000.0,450500000.0
CUMMINSIND.NS,2023-06-30,3M,INR,277210031.0,12.76,14899700000.0,362500000.0,362500000.0,277210031.0,12.76,3537200000.0,4607400000.0,4969900000.0,6947200000.0,78300000.0,78300000.0,3537200000.0,3537200000.0,3537200000.0,3537200000.0,3537200000.0,3537200000.0,-78300000.0,-78300000.0,4969900000.0,3537200000.0,3885200000.0,3062000000.0,21846900000.0,889800000.0,1921800000.0,0.0,4529100000.0,14899700000.0,362500000.0,0.0,0.0,0.0,991900000.0,0.219006,18784900000.0,21846900000.0,0.0,0.0
CUMMINSIND.NS,2023-09-30,3M,INR,277245156.0,11.87,12083100000.0,382600000.0,382600000.0,277245156.0,11.87,3290900000.0,4355000000.0,4737600000.0,6853200000.0,68200000.0,68200000.0,3290900000.0,3290900000.0,3290900000.0,3290900000.0,3290900000.0,3290900000.0,-68200000.0,-68200000.0,4737600000.0,3290900000.0,3773900000.0,3079300000.0,18936300000.0,896000000.0,1683800000.0,0.0,4286800000.0,12083100000.0,382600000.0,,0.0,0.0,995900000.0,0.232318,15857000000.0,18936300000.0,0.0,0.0
CUMMINSIND.NS,2023-09-30,TTM,INR,277207166.0,52.15,,,,277207166.0,52.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMMINSIND.NS,2023-12-31,3M,INR,277172222.0,18.0,15898100000.0,422900000.0,422900000.0,277172222.0,18.0,4989100000.0,6532100000.0,6955000000.0,9199800000.0,64500000.0,64500000.0,4989100000.0,4989100000.0,4989100000.0,4989100000.0,4989100000.0,4989100000.0,-64500000.0,-64500000.0,6972000000.0,5002213782.546849,4197600000.0,5002200000.0,25097900000.0,993900000.0,1941600000.0,0.0,6467600000.0,15898100000.0,422900000.0,,-17000000.0,-3886217.453151,1478500000.0,0.228601,20095700000.0,25097900000.0,-17000000.0,-17000000.0
CUMMINSIND.NS,2023-12-31,TTM,INR,277211965.0,55.22,57068300000.0,1544100000.0,1544100000.0,277211965.0,55.22,15306300000.0,20005100000.0,21549200000.0,27787300000.0,277600000.0,277600000.0,15306300000.0,15306300000.0,15306300000.0,15306300000.0,15306300000.0,15306300000.0,460000000.0,460000000.0,21115700000.0,14969953222.658726,13705500000.0,14081800000.0,84855600000.0,2379100000.0,5327500000.0,0.0,19727500000.0,57068300000.0,1544100000.0,,-5400000.0,97153222.658725,4421200000.0,0.224114,70773800000.0,84855600000.0,433500000.0,433500000.0
