symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,InterestExpense,InterestIncome,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeExtraordinary,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NormalizedIncome,OperatingExpense,OperatingRevenue,OtherOperatingExpenses,PretaxIncome,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
UNIONBANK.NS,2023-03-31,3M,INR,6841313869.0,4.11,6841313869.0,4.11,28117800000.0,138100500000.0,221630000000.0,0.0,28117800000.0,28117800000.0,28117800000.0,0.0,28117800000.0,28117800000.0,28117800000.0,83529500000.0,28117800000.0,64951700000.0,139534600000.0,23716300000.0,39122800000.0,0.0,0.0,11136900000.0,0.284665,139534600000.0,0.0,0.0
UNIONBANK.NS,2023-06-30,3M,INR,6830167015.0,4.79,6830167015.0,4.79,32716500000.0,146641900000.0,236131800000.0,,32716500000.0,32716500000.0,32716500000.0,,32716500000.0,32716500000.0,32716500000.0,89489900000.0,32716500000.0,59925700000.0,131581000000.0,27323900000.0,51804200000.0,,0.0,19399800000.0,0.374483,131581000000.0,,
UNIONBANK.NS,2023-09-30,3M,INR,6949027237.0,5.14,6949027237.0,5.14,35718000000.0,154981800000.0,247315900000.0,0.0,35718000000.0,35718000000.0,35718000000.0,0.0,35718000000.0,35718000000.0,35718000000.0,92334100000.0,35718000000.0,62712000000.0,134543200000.0,31065100000.0,54922700000.0,0.0,0.0,19440200000.0,0.353956,134543200000.0,0.0,0.0
UNIONBANK.NS,2023-09-30,TTM,INR,6889331151.0,17.28,6889331151.0,17.28,,,,,,,,,,,,,,,,,,,,,,,,
UNIONBANK.NS,2023-12-31,3M,INR,7413885481.0,4.89,7413885481.0,4.89,36253900000.0,162355100000.0,255209200000.0,0.0,36253900000.0,36253900000.0,36253900000.0,0.0,36253900000.0,36253900000.0,36253900000.0,92854100000.0,36253900000.0,67688900000.0,135664700000.0,33918000000.0,55543300000.0,0.0,0.0,19439300000.0,0.349985,135664700000.0,0.0,0.0
UNIONBANK.NS,2023-12-31,TTM,INR,7032086089.0,18.86,7032086089.0,18.86,132806100000.0,602079347000.0,960286923000.0,0.0,132806100000.0,132806100000.0,132806135000.0,,132806100000.0,132806100000.0,132806135000.0,358207576000.0,132816502000.0,246226832000.0,541338361000.0,71074176000.0,165044935000.0,-14860000.0,-4458000.0,,0.3,541338361000.0,-14860000.0,-14860000.0
