symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GrossProfit,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SellingAndMarketingExpense,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
GRASIM.NS,2023-03-31,3M,INR,,,198787900000.0,11847600000.0,5513200000.0,,,13689200000.0,36848800000.0,48696400000.0,128519300000.0,2698500000.0,2698500000.0,-9867500000.0,13689200000.0,13689200000.0,23556700000.0,0.0,13689200000.0,13689200000.0,23556700000.0,1038900000.0,1038900000.0,46288400000.0,12028174076.362432,69804800000.0,58714500000.0,327307200000.0,-56485000000.0,-40326800000.0,0.0,34150300000.0,198787900000.0,11847600000.0,81488100000.0,84402400000.0,-225800000.0,746974076.362433,10593600000.0,0.310205,268592700000.0,327307200000.0,2408000000.0,2408000000.0
GRASIM.NS,2023-06-30,3M,INR,659199657.0,23.914909,149700200000.0,11825300000.0,11825300000.0,659749219.0,23.894988,15764700000.0,37988500000.0,49813800000.0,160951700000.0,3609800000.0,3609800000.0,-9998800000.0,15764700000.0,15764700000.0,25763500000.0,,15764700000.0,15764700000.0,25763500000.0,-3609800000.0,-3609800000.0,49813800000.0,15764700000.0,110505800000.0,50445900000.0,310651900000.0,-12460100000.0,36888400000.0,0.0,34378700000.0,149700200000.0,11825300000.0,43200100000.0,43200100000.0,0.0,0.0,8615200000.0,0.250597,260206000000.0,310651900000.0,0.0,0.0
GRASIM.NS,2023-09-30,3M,INR,658983258.0,17.659781,149815200000.0,12451500000.0,12451500000.0,659727451.0,17.63986,11637500000.0,32595200000.0,45046700000.0,152391600000.0,3978000000.0,3978000000.0,-8603000000.0,11637500000.0,11637500000.0,20240500000.0,,11637500000.0,11637500000.0,20240500000.0,-3978000000.0,-3978000000.0,45046700000.0,11637500000.0,110365400000.0,42026200000.0,302206800000.0,-9383700000.0,40679000000.0,0.0,28617200000.0,149815200000.0,12451500000.0,37402300000.0,37402300000.0,0.0,0.0,8376700000.0,0.292716,260180600000.0,302206800000.0,0.0,0.0
GRASIM.NS,2023-09-30,TTM,INR,659133675.0,100.51035,,,,659775733.0,100.410746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRASIM.NS,2023-12-31,3M,INR,658778914.0,22.988593,146040100000.0,12444300000.0,12444300000.0,659636327.0,22.958711,15144400000.0,39043800000.0,51488100000.0,173614700000.0,4326400000.0,4326400000.0,-10889900000.0,15144400000.0,15144400000.0,26034300000.0,,15144400000.0,15144400000.0,26034300000.0,-4326400000.0,-4326400000.0,51488100000.0,15144400000.0,114855300000.0,58759400000.0,319654800000.0,-19707700000.0,43200700000.0,0.0,34717400000.0,146040100000.0,12444300000.0,38568200000.0,38568200000.0,0.0,0.0,8683100000.0,0.250108,260895400000.0,319654800000.0,0.0,0.0
GRASIM.NS,2023-12-31,TTM,INR,658991772.0,85.340667,644343400000.0,48568600000.0,42234200000.0,659295565.0,85.310786,56235900000.0,146476400000.0,195045000000.0,615477300000.0,14612700000.0,14612700000.0,-39359200000.0,56235900000.0,56235900000.0,95595100000.0,,56235900000.0,56235900000.0,95595100000.0,-10875300000.0,-10875300000.0,192637000000.0,54490211074.23802,405531200000.0,209946100000.0,1259820700000.0,-98036500000.0,80441300000.0,0.0,131863700000.0,644343400000.0,48568600000.0,200658700000.0,203573000000.0,-225800000.0,662311074.23802,36268600000.0,0.275046,1049874600000.0,1259820700000.0,2408000000.0,2408000000.0
