symbol,asOfDate,periodType,currencyCode,BasicAverageShares,BasicEPS,CostOfRevenue,DepreciationAndAmortizationInIncomeStatement,DepreciationIncomeStatement,DilutedAverageShares,DilutedEPS,DilutedNIAvailtoComStockholders,EBIT,EBITDA,GeneralAndAdministrativeExpense,GrossProfit,InterestExpense,InterestExpenseNonOperating,MinorityInterests,NetIncome,NetIncomeCommonStockholders,NetIncomeContinuousOperations,NetIncomeDiscontinuousOperations,NetIncomeFromContinuingAndDiscontinuedOperation,NetIncomeFromContinuingOperationNetMinorityInterest,NetIncomeIncludingNoncontrollingInterests,NetInterestIncome,NetNonOperatingInterestIncomeExpense,NormalizedEBITDA,NormalizedIncome,OperatingExpense,OperatingIncome,OperatingRevenue,OtherNonOperatingIncomeExpenses,OtherOperatingExpenses,OtherunderPreferredStockDividend,PretaxIncome,ReconciledCostOfRevenue,ReconciledDepreciation,SellingGeneralAndAdministration,SpecialIncomeCharges,TaxEffectOfUnusualItems,TaxProvision,TaxRateForCalcs,TotalExpenses,TotalRevenue,TotalUnusualItems,TotalUnusualItemsExcludingGoodwill
BSE.NS,2019-06-30,TTM,INR,,,,,,,,,,,,,,,,,,,51100000.0,,,,,,,,,,,,992000000.0,,,,,,,,,,,,,
BSE.NS,2023-03-31,3M,INR,,,829300000.0,207100000.0,207100000.0,,,911800000.0,1281900000.0,1489000000.0,-323700000.0,1440800000.0,59800000.0,59800000.0,25700000.0,911800000.0,911800000.0,886100000.0,,911800000.0,911800000.0,886100000.0,772000000.0,772000000.0,2030500000.0,1304421839.456673,583500000.0,857300000.0,2270100000.0,53300000.0,364600000.0,0.0,1222100000.0,829300000.0,207100000.0,-265000000.0,,-148878160.543327,336000000.0,0.274937,1412800000.0,2270100000.0,-541500000.0,-541500000.0
BSE.NS,2023-06-30,3M,INR,137429370.0,32.21,859200000.0,214100000.0,214100000.0,137429370.0,32.21,4426600000.0,5227600000.0,5441700000.0,528600000.0,1297000000.0,65100000.0,65100000.0,25700000.0,4426600000.0,4426600000.0,4400900000.0,,4426600000.0,4426600000.0,4400900000.0,-65100000.0,-65100000.0,935600000.0,585264311.864407,810100000.0,486900000.0,2156200000.0,115700000.0,67400000.0,0.0,5162500000.0,859200000.0,214100000.0,528600000.0,4066200000.0,664764311.864407,761600000.0,0.147525,1669300000.0,2156200000.0,4506100000.0,4506100000.0
BSE.NS,2023-09-30,3M,INR,137400228.0,8.77,895600000.0,226700000.0,226700000.0,137400228.0,8.77,1205000000.0,1905100000.0,2131800000.0,619400000.0,2249500000.0,85400000.0,85400000.0,20900000.0,1205000000.0,1205000000.0,1184100000.0,,1205000000.0,1205000000.0,1184100000.0,-85400000.0,-85400000.0,1656700000.0,895846892.344892,1059300000.0,1190200000.0,3145100000.0,49900000.0,213200000.0,0.0,1819700000.0,895600000.0,226700000.0,619400000.0,0.0,165946892.344892,635600000.0,0.349288,1954900000.0,3145100000.0,475100000.0,475100000.0
BSE.NS,2023-09-30,TTM,INR,137473664.0,51.37,3342300000.0,817600000.0,817600000.0,137473664.0,51.37,7059800000.0,9185800000.0,10003400000.0,1828600000.0,6268700000.0,275000000.0,275000000.0,112400000.0,7059800000.0,7059800000.0,6947400000.0,,7059800000.0,7059800000.0,6947400000.0,556800000.0,556800000.0,5216200000.0,3327408600.79903,3513800000.0,2754900000.0,9611000000.0,281100000.0,532100000.0,0.0,8910800000.0,3342300000.0,817600000.0,1887300000.0,4070500000.0,1054808600.79903,1963400000.0,0.220339,6856100000.0,9611000000.0,4787200000.0,4787200000.0
