symbol,asOfDate,periodType,currencyCode,NetIncome
CHOLAFIN.NS,2023-03-31,3M,INR,8552000000.0
CHOLAFIN.NS,2023-06-30,3M,INR,7099400000.0
CHOLAFIN.NS,2023-09-30,3M,INR,7728700000.0
CHOLAFIN.NS,2023-12-31,3M,INR,8720200000.0
CHOLAFIN.NS,2023-12-31,TTM,INR,32100300000.0
