symbol,asOfDate,periodType,currencyCode,BeginningCashPosition,CapitalExpenditure,CashDividendsPaid,ChangeInCashSupplementalAsReported,ChangeInOtherCurrentAssets,ChangeInOtherCurrentLiabilities,ChangeInWorkingCapital,ChangesInCash,CommonStockDividendPaid,CommonStockIssuance,Depreciation,DepreciationAndAmortization,EffectOfExchangeRateChanges,EndCashPosition,FinancingCashFlow,FreeCashFlow,GainLossOnSaleOfPPE,InvestingCashFlow,IssuanceOfCapitalStock,IssuanceOfDebt,LongTermDebtIssuance,NetBusinessPurchaseAndSale,NetCommonStockIssuance,NetIncome,NetIncomeFromContinuingOperations,NetInvestmentPurchaseAndSale,NetIssuancePaymentsOfDebt,NetLongTermDebtIssuance,NetOtherFinancingCharges,NetPPEPurchaseAndSale,OperatingCashFlow,OtherNonCashItems,ProvisionandWriteOffofAssets,PurchaseOfBusiness,PurchaseOfPPE,SaleOfPPE,TaxesRefundPaid
FEDERALBNK.NS,2020-03-31,TTM,INR,100534689000.0,-1544635000.0,-3354125000.0,27038390000.0,-26143694000.0,1653577000.0,10001624000.0,26994693000.0,-3354125000.0,840895000.0,1257270000.0,1257270000.0,43697000.0,127573079000.0,36614714000.0,35761033000.0,-51724000.0,-46925689000.0,840895000.0,38214286000.0,38214286000.0,-648661000.0,840895000.0,,20873947000.0,-44822694000.0,38214286000.0,38214286000.0,913658000.0,-1454334000.0,37305668000.0,740116000.0,11237192000.0,-648661000.0,-1544635000.0,90301000.0,-7010671000.0
FEDERALBNK.NS,2023-03-31,3M,INR,,,,,,,,,,,,,,,,,,,,,,,,9539100000.0,,,,,,,,,,,,,
FEDERALBNK.NS,2023-06-30,3M,INR,,,,,,,,,,,,,,,,,,,,,,,,8801200000.0,,,,,,,,,,,,,
FEDERALBNK.NS,2023-09-30,3M,INR,,,,,,,,,,,,,,,,,,,,,,,,9941000000.0,,,,,,,,,,,,,
FEDERALBNK.NS,2023-12-31,3M,INR,,,,,,,,,,,,,,,,,,,,,,,,10354200000.0,,,,,,,,,,,,,
FEDERALBNK.NS,2023-12-31,TTM,INR,,,,,,,,,,,,,,,,,,,,,,,,38635500000.0,,,,,,,,,,,,,
