symbol,asOfDate,periodType,currencyCode,NetIncome
M&MFIN.NS,2023-03-31,3M,INR,6813300000.0
M&MFIN.NS,2023-09-30,3M,INR,3586900000.0
M&MFIN.NS,2023-12-31,3M,INR,6225600000.0
M&MFIN.NS,2023-12-31,TTM,INR,19436700000.0
