symbol,asOfDate,periodType,currencyCode,NetIncome
HINDALCO.NS,2023-03-31,3M,INR,24110000000.0
HINDALCO.NS,2023-06-30,3M,INR,24540000000.0
HINDALCO.NS,2023-09-30,3M,INR,21960000000.0
HINDALCO.NS,2023-12-31,3M,INR,23310000000.0
HINDALCO.NS,2023-12-31,TTM,INR,93920000000.0
