symbol,asOfDate,periodType,currencyCode,NetIncome
ALKEM.NS,2023-03-31,3M,INR,709800000.0
ALKEM.NS,2023-06-30,3M,INR,2867300000.0
ALKEM.NS,2023-09-30,3M,INR,6205200000.0
ALKEM.NS,2023-12-31,3M,INR,5949600000.0
ALKEM.NS,2023-12-31,TTM,INR,15731900000.0
