symbol,asOfDate,periodType,currencyCode,NetIncome
JINDALSTEL.NS,2023-03-31,3M,INR,12627300000.0
JINDALSTEL.NS,2023-06-30,3M,INR,16869400000.0
JINDALSTEL.NS,2023-12-31,3M,INR,19283200000.0
JINDALSTEL.NS,2023-12-31,TTM,INR,62657800000.0
