symbol,asOfDate,periodType,currencyCode,NetIncome
BANKBARODA.NS,2023-03-31,3M,INR,52551730000.0
BANKBARODA.NS,2023-06-30,3M,INR,44521000000.0
BANKBARODA.NS,2023-09-30,3M,INR,43943100000.0
BANKBARODA.NS,2023-12-31,3M,INR,47885200000.0
BANKBARODA.NS,2023-12-31,TTM,INR,188901030000.0
