symbol,asOfDate,periodType,currencyCode,NetIncome
HDFCAMC.NS,2023-03-31,3M,INR,3761700000.0
HDFCAMC.NS,2023-06-30,3M,INR,4774100000.0
HDFCAMC.NS,2023-09-30,3M,INR,4375600000.0
HDFCAMC.NS,2023-12-31,3M,INR,4879200000.0
HDFCAMC.NS,2023-12-31,TTM,INR,17780200000.0
