symbol,asOfDate,periodType,currencyCode,NetIncome
SUPREMEIND.NS,2023-03-31,3M,INR,3594300000.0
SUPREMEIND.NS,2023-09-30,3M,INR,2431900000.0
SUPREMEIND.NS,2023-12-31,3M,INR,2561700000.0
SUPREMEIND.NS,2023-12-31,TTM,INR,10743300000.0
