symbol,asOfDate,periodType,currencyCode,NetIncome
ASHOKLEY.NS,2023-03-31,3M,INR,7525300000.0
ASHOKLEY.NS,2023-06-30,3M,INR,5438900000.0
ASHOKLEY.NS,2023-09-30,3M,INR,5260100000.0
ASHOKLEY.NS,2023-12-31,3M,INR,5602100000.0
ASHOKLEY.NS,2023-12-31,TTM,INR,23826400000.0
