symbol,asOfDate,periodType,currencyCode,NetIncome
GRASIM.NS,2023-03-31,3M,INR,13689200000.0
GRASIM.NS,2023-06-30,3M,INR,15764700000.0
GRASIM.NS,2023-09-30,3M,INR,11637500000.0
GRASIM.NS,2023-12-31,3M,INR,15144400000.0
GRASIM.NS,2023-12-31,TTM,INR,56235900000.0
