symbol,asOfDate,periodType,currencyCode,NetIncome
GUJGASLTD.NS,2023-03-31,3M,INR,3705000000.0
GUJGASLTD.NS,2023-06-30,3M,INR,2159500000.0
GUJGASLTD.NS,2023-09-30,3M,INR,2962500000.0
GUJGASLTD.NS,2023-12-31,3M,INR,2210200000.0
GUJGASLTD.NS,2023-12-31,TTM,INR,11037200000.0
