symbol,asOfDate,periodType,currencyCode,NetIncome
SYNGENE.NS,2023-03-31,3M,INR,1788000000.0
SYNGENE.NS,2023-06-30,3M,INR,934000000.0
SYNGENE.NS,2023-09-30,3M,INR,1165000000.0
SYNGENE.NS,2023-12-31,3M,INR,1115000000.0
SYNGENE.NS,2023-12-31,TTM,INR,5002000000.0
