symbol,asOfDate,periodType,currencyCode,NetIncome
ULTRACEMCO.NS,2023-03-31,3M,INR,16659500000.0
ULTRACEMCO.NS,2023-06-30,3M,INR,16884500000.0
ULTRACEMCO.NS,2023-09-30,3M,INR,12814500000.0
ULTRACEMCO.NS,2023-12-31,3M,INR,17769800000.0
ULTRACEMCO.NS,2023-12-31,TTM,INR,64128300000.0
