symbol,asOfDate,periodType,currencyCode,NetIncome
MCDOWELL-N.NS,2023-03-31,3M,INR,1028000000.0
MCDOWELL-N.NS,2023-06-30,3M,INR,4767000000.0
MCDOWELL-N.NS,2023-09-30,3M,INR,3393000000.0
MCDOWELL-N.NS,2023-12-31,3M,INR,3502000000.0
MCDOWELL-N.NS,2023-12-31,TTM,INR,12690000000.0
