symbol,asOfDate,periodType,currencyCode,NetIncome
LICHSGFIN.NS,2023-03-31,3M,INR,11907800000.0
LICHSGFIN.NS,2023-06-30,3M,INR,13189200000.0
LICHSGFIN.NS,2023-09-30,3M,INR,11917700000.0
LICHSGFIN.NS,2023-12-31,3M,INR,11665200000.0
LICHSGFIN.NS,2023-12-31,TTM,INR,48679900000.0
