symbol,asOfDate,periodType,currencyCode,NetIncome
CGPOWER.NS,2023-03-31,3M,INR,4259100000.0
CGPOWER.NS,2023-06-30,3M,INR,2037100000.0
CGPOWER.NS,2023-09-30,3M,INR,2422000000.0
CGPOWER.NS,2023-12-31,3M,INR,7475000000.0
CGPOWER.NS,2023-12-31,TTM,INR,16195100000.0
