symbol,asOfDate,periodType,currencyCode,NetIncome
BANDHANBNK.NS,2023-03-31,3M,INR,8082903000.0
BANDHANBNK.NS,2023-06-30,3M,INR,7210536000.0
BANDHANBNK.NS,2023-09-30,3M,INR,7211658000.0
BANDHANBNK.NS,2023-12-31,3M,INR,7327176000.0
BANDHANBNK.NS,2023-12-31,TTM,INR,29832273000.0
