symbol,asOfDate,periodType,currencyCode,NetIncome
SONACOMS.NS,2023-03-31,3M,INR,1198110000.0
SONACOMS.NS,2023-06-30,3M,INR,1120350000.0
SONACOMS.NS,2023-09-30,3M,INR,1238470000.0
SONACOMS.NS,2023-12-31,3M,INR,1327100000.0
SONACOMS.NS,2023-12-31,TTM,INR,4884020000.0
